run,noise,agent_1,agent_2,agent_3,agent_4,agent_5,agent_6,agent_7,agent_8
1,1.0,81,48,42,55,59,57,52,64
2,1.0,32,71,46,37,51,82,77,43
3,1.0,60,87,46,37,63,84,65,29
4,1.0,39,67,73,41,73,69,63,48
5,1.0,72,28,63,35,46,52,47,80
