run,noise,agent_1,agent_2,agent_3,agent_4,agent_5,agent_6,agent_7,agent_8
1,0.0001,44,87,68,92,101,76,85,77
2,0.0001,45,62,62,83,97,98,71,39
3,0.0001,47,39,92,68,77,86,58,49
4,0.0001,39,48,93,57,68,82,54,44
5,0.0001,39,60,93,76,107,79,66,39
