run,noise,agent_1,agent_2,agent_3,agent_4,agent_5,agent_6,agent_7,agent_8
1,0.3,104,60,31,44,112,74,117,132
2,0.3,33,76,50,96,95,105,48,115
3,0.3,80,60,30,72,93,138,106,120
4,0.3,30,66,51,91,52,107,83,125
5,0.3,46,64,30,111,60,76,100,122
