run,noise,agent_1,agent_2,agent_3,agent_4,agent_5,agent_6,agent_7,agent_8
1,0.0001,21,21,16,23,16,16,27,18
2,0.0001,19,21,16,23,16,16,23,18
3,0.0001,20,24,16,19,16,16,27,18
4,0.0001,20,28,23,17,16,16,18,18
5,0.0001,18,21,17,24,16,16,22,18
