run,noise,agent_1,agent_2,agent_3,agent_4,agent_5,agent_6,agent_7,agent_8
1,0.0001,14,14,14,15,16,16,18,21
2,0.0001,14,14,14,15,16,19,17,25
3,0.0001,14,14,14,14,16,17,22,24
4,0.0001,14,14,14,15,16,16,18,21
5,0.0001,14,14,14,15,15,17,18,25
