run,noise,agent_1,agent_2,agent_3,agent_4,agent_5,agent_6,agent_7,agent_8
1,0.0001,18,28,41,70,58,45,28,33
2,0.0001,30,30,34,38,52,40,24,19
3,0.0001,18,28,29,41,45,40,49,24
4,0.0001,35,28,42,48,43,28,23,30
5,0.0001,31,42,53,41,50,48,33,24
