run,noise,agent_1,agent_2,agent_3,agent_4,agent_5,agent_6,agent_7,agent_8
1,0.0001,56,68,44,57,43,85,91,78
2,0.0001,79,90,44,56,54,59,73,84
3,0.0001,48,75,40,47,65,59,89,72
4,0.0001,51,60,42,68,46,79,66,80
5,0.0001,72,96,45,55,69,61,80,83
