run,noise,agent_1,agent_2,agent_3,agent_4,agent_5,agent_6,agent_7,agent_8
1,0.0001,26,44,86,94,67,85,60,34
2,0.0001,26,50,60,72,94,60,83,34
3,0.0001,26,42,58,111,77,92,70,61
4,0.0001,26,47,65,84,110,88,60,34
5,0.0001,27,40,57,86,75,96,62,43
