run,noise,agent_1,agent_2,agent_3,agent_4,agent_5,agent_6,agent_7,agent_8
1,0.0001,38,34,67,75,89,85,98,106
2,0.0001,36,49,40,68,70,99,59,92
3,0.0001,35,40,66,69,54,93,95,117
4,0.0001,38,53,44,72,64,84,78,94
5,0.0001,42,78,47,62,106,80,107,95
