run,noise,agent_1,agent_2,agent_3,agent_4,agent_5,agent_6,agent_7,agent_8
1,0.0001,56,35,52,69,113,86,127,101
2,0.0001,58,48,34,102,119,70,90,128
3,0.0001,52,142,69,98,160,131,112,88
4,0.0001,71,81,52,127,162,116,143,105
5,0.0001,57,34,101,45,55,92,119,81
