run,noise,agent_1,agent_2,agent_3,agent_4,agent_5,agent_6,agent_7,agent_8
1,0.0001,22,23,14,19,23,17,29,20
2,0.0001,22,23,14,16,21,17,19,29
3,0.0001,26,27,14,16,15,21,21,32
4,0.0001,22,22,14,16,21,17,25,28
5,0.0001,22,30,14,16,19,17,23,21
