run,noise,agent_1,agent_2,agent_3,agent_4,agent_5,agent_6,agent_7,agent_8
1,0.0001,15,24,33,42,53,21,17,17
2,0.0001,15,24,35,42,51,22,17,17
3,0.0001,15,24,33,42,55,19,17,17
4,0.0001,15,24,33,42,51,19,17,17
5,0.0001,15,24,33,42,51,21,17,17
