run,noise,agent_1,agent_2,agent_3,agent_4,agent_5,agent_6,agent_7,agent_8
1,0.0001,19,26,60,47,41,47,35,22
2,0.0001,17,51,36,42,52,58,40,29
3,0.0001,17,23,66,48,57,29,52,20
4,0.0001,24,27,48,70,60,41,54,17
5,0.0001,15,20,40,68,72,60,42,46
