run,noise,agent_1,agent_2,agent_3,agent_4,agent_5,agent_6,agent_7,agent_8
1,0.0001,41,58,95,76,67,82,66,45
2,0.0001,37,48,80,62,77,85,74,56
3,0.0001,40,95,63,51,90,79,59,44
4,0.0001,44,51,63,85,94,87,58,47
5,0.0001,38,43,59,71,102,77,90,48
