run,noise,agent_1,agent_2,agent_3,agent_4,agent_5,agent_6,agent_7,agent_8
1,0.0001,20,32,44,54,44,57,28,14
2,0.0001,21,35,45,33,58,28,47,14
3,0.0001,22,33,74,52,47,71,25,14
4,0.0001,16,31,43,59,64,41,27,14
5,0.0001,18,31,67,47,41,61,28,14
