run,noise,agent_1,agent_2,agent_3,agent_4,agent_5,agent_6,agent_7,agent_8
1,0.0001,46,31,44,55,65,37,27,16
2,0.0001,38,31,30,69,59,59,27,12
3,0.0001,22,43,40,33,54,57,31,12
4,0.0001,36,30,52,32,57,41,24,12
5,0.0001,32,41,61,51,45,65,24,12
