participant_id,joe_context,stimulus,condition,univ_judgment,excluded
R_2TBm9RblyDfXDNy,New Maybe 2,new_maybe_2,1cut,42.0,False
R_2TBm9RblyDfXDNy,New Maybe 3,new_maybe_3,1cut,15.0,False
R_2TBm9RblyDfXDNy,New Maybe 4,new_maybe_4,1cut,12.0,False
R_2TBm9RblyDfXDNy,New Maybe 5,new_maybe_5,1cut,0.0,False
R_2TBm9RblyDfXDNy,New Maybe 6,new_maybe_6,1cut,19.0,False
R_2TBm9RblyDfXDNy,No A,no_line_A,1cut,40.0,False
R_2TBm9RblyDfXDNy,No B,no_line_B,1cut,50.0,False
R_2TBm9RblyDfXDNy,No C,no_line_C,1cut,44.0,False
R_2TBm9RblyDfXDNy,No D,no_line_D,1cut,50.0,False
R_2TBm9RblyDfXDNy,Yes B,yes_line_B,1cut,16.0,False
R_2TBm9RblyDfXDNy,Yes C,yes_line_C,1cut,37.0,False
R_2TBm9RblyDfXDNy,Yes D,yes_line_D,1cut,31.0,False
R_2TBm9RblyDfXDNy,Yes E,yes_line_E,1cut,9.0,False
R_2TBm9RblyDfXDNy,Yes F,yes_line_F,1cut,9.0,False
R_1OAJ7HJqKJdsnK8,No 1,no_line_1,1cut,50.0,False
R_1OAJ7HJqKJdsnK8,No 2,no_line_2,1cut,40.0,False
R_1OAJ7HJqKJdsnK8,No 3,no_line_3,1cut,39.0,False
R_1OAJ7HJqKJdsnK8,Yes 1,yes_line_7,1cut,0.0,False
R_1OAJ7HJqKJdsnK8,Yes 2,yes_line_8,1cut,-50.0,False
R_1OAJ7HJqKJdsnK8,Yes 3,yes_line_9,1cut,-50.0,False
R_1OAJ7HJqKJdsnK8,Yes 4,yes_line_10,1cut,-50.0,False
R_1OAJ7HJqKJdsnK8,New Yes 7,7esque,1cut,0.0,False
R_1OAJ7HJqKJdsnK8,New Yes 9,9esque,1cut,0.0,False
R_1OAJ7HJqKJdsnK8,New Yes 10,10esque,1cut,-50.0,False
R_1OAJ7HJqKJdsnK8,Maybe 1,maybe_4,1cut,50.0,False
R_1OAJ7HJqKJdsnK8,Maybe 2,maybe_5,1cut,10.0,False
R_1OAJ7HJqKJdsnK8,Maybe 3,maybe_6,1cut,25.0,False
R_1OAJ7HJqKJdsnK8,New Maybe 1,new_maybe_1,1cut,-10.0,False
R_1OAJ7HJqKJdsnK8,New Maybe 2,new_maybe_2,1cut,30.0,False
R_1OAJ7HJqKJdsnK8,New Maybe 3,new_maybe_3,1cut,-20.0,False
R_1OAJ7HJqKJdsnK8,New Maybe 4,new_maybe_4,1cut,-40.0,False
R_1OAJ7HJqKJdsnK8,New Maybe 5,new_maybe_5,1cut,10.0,False
R_1OAJ7HJqKJdsnK8,New Maybe 6,new_maybe_6,1cut,-20.0,False
