source,run,condition,noise,agent_1,agent_2,agent_3,agent_4,agent_5,agent_6,agent_7,agent_8,first,last,gap,average,total,aggregate_welfare,gap_normalized,gini
simulation,1,,0.0001,53,62,81,90,117,142,125,98,53,142,89.0,96.0,768,-4.883116883116883,0.42857142857142855,0.17154947916666674
simulation,2,,0.0001,39,42,67,94,149,83,125,104,39,149,110.0,87.875,703,-4.038961038961039,0.7012987012987013,0.2323968705547652
simulation,3,,0.0001,34,56,48,105,112,68,121,140,34,140,106.0,85.5,684,-3.792207792207792,0.6493506493506493,0.23976608187134496
simulation,4,,0.0001,46,71,54,84,135,138,92,106,46,138,92.0,90.75,726,-4.337662337662338,0.4675324675324675,0.20006887052341593
simulation,5,,0.0001,28,42,53,133,67,95,78,107,28,133,105.0,75.375,603,-2.74025974025974,0.6363636363636364,0.24813432835820892
simulation,6,,0.0001,29,45,63,131,102,127,92,76,29,131,102.0,83.125,665,-3.5454545454545454,0.5974025974025974,0.23627819548872186
simulation,7,,0.0001,29,54,65,81,139,94,123,112,29,139,110.0,87.125,697,-3.961038961038961,0.7012987012987013,0.2275824964131994
simulation,8,,0.0001,41,91,59,134,74,125,101,147,41,147,106.0,96.5,772,-4.935064935064935,0.6493506493506493,0.20725388601036276
simulation,9,,0.0001,48,45,105,101,121,77,133,89,45,133,88.0,89.875,719,-4.246753246753247,0.4155844155844156,0.18723922114047298
simulation,10,,0.0001,23,36,58,128,71,101,115,80,23,128,105.0,76.5,612,-2.857142857142857,0.6363636363636364,0.25898692810457513
simulation,11,,0.0001,74,83,100,118,159,149,170,136,74,170,96.0,123.625,989,-7.753246753246753,0.5194805194805194,0.15381698685540957
simulation,12,,0.0001,26,40,62,49,106,108,127,88,26,127,101.0,75.75,606,-2.779220779220779,0.5844155844155844,0.2566006600660067
simulation,13,,0.0001,27,43,58,97,70,112,122,80,27,122,95.0,76.125,609,-2.8181818181818183,0.5064935064935064,0.2333743842364533
simulation,14,,0.0001,34,49,62,97,123,115,72,80,34,123,89.0,79.0,632,-3.116883116883117,0.42857142857142855,0.21083860759493667
simulation,15,,0.0001,30,72,40,87,119,133,102,60,30,133,103.0,80.375,643,-3.25974025974026,0.6103896103896104,0.24436236391912902
simulation,16,,0.0001,32,71,44,74,132,141,88,115,32,141,109.0,87.125,697,-3.961038961038961,0.6883116883116883,0.2419296987087518
simulation,17,,0.0001,61,98,52,109,121,83,145,135,52,145,93.0,100.5,804,-5.35064935064935,0.4805194805194805,0.17817164179104483
simulation,18,,0.0001,41,47,61,83,124,97,119,141,41,141,100.0,89.125,713,-4.1688311688311686,0.5714285714285714,0.22317671809256656
simulation,19,,0.0001,47,36,56,133,111,88,62,105,36,133,97.0,79.75,638,-3.1948051948051948,0.5324675324675324,0.2296238244514106
simulation,20,,0.0001,57,70,79,102,140,108,123,154,57,154,97.0,104.125,833,-5.7272727272727275,0.5324675324675324,0.17512004801920766
simulation,21,,0.0001,40,55,31,66,110,112,131,95,31,131,100.0,80.0,640,-3.220779220779221,0.5714285714285714,0.24492187499999996
simulation,22,,0.0001,46,35,54,66,123,77,92,111,35,123,88.0,75.5,604,-2.7532467532467533,0.4155844155844156,0.2206125827814569
simulation,23,,0.0001,25,59,48,98,71,86,125,109,25,125,100.0,77.625,621,-2.9740259740259742,0.5714285714285714,0.22886473429951693
simulation,24,,0.0001,101,62,52,69,115,146,85,128,52,146,94.0,94.75,758,-4.753246753246753,0.4935064935064935,0.1883245382585752
simulation,25,,0.0001,65,41,67,109,79,121,129,91,41,129,88.0,87.75,702,-4.025974025974026,0.4155844155844156,0.18411680911680905
simulation,26,,0.0001,41,48,82,105,128,155,141,99,41,155,114.0,99.875,799,-5.285714285714286,0.7532467532467533,0.22011889862327916
simulation,27,,0.0001,29,38,47,108,67,94,128,79,29,128,99.0,73.75,590,-2.5714285714285716,0.5584415584415584,0.2533898305084745
simulation,28,,0.0001,59,53,89,45,114,123,78,130,45,130,85.0,86.375,691,-3.883116883116883,0.37662337662337664,0.2027858176555717
simulation,29,,0.0001,30,51,75,63,102,88,130,120,30,130,100.0,82.375,659,-3.4675324675324677,0.5714285714285714,0.22287556904400607
simulation,30,,0.0001,44,36,61,88,117,129,69,107,36,129,93.0,81.375,651,-3.3636363636363638,0.4805194805194805,0.22523041474654382
simulation,31,,0.0001,67,157,81,112,140,147,119,174,67,174,107.0,124.625,997,-7.857142857142857,0.6623376623376623,0.15734704112337017
simulation,32,,0.0001,55,40,77,66,139,105,101,125,40,139,99.0,88.5,708,-4.103896103896104,0.5584415584415584,0.20903954802259883
simulation,33,,0.0001,60,85,74,143,157,127,109,97,60,157,97.0,106.5,852,-5.974025974025974,0.5324675324675324,0.170481220657277
simulation,34,,0.0001,44,47,57,70,106,133,99,83,44,133,89.0,79.875,639,-3.207792207792208,0.42857142857142855,0.20676838810641618
simulation,35,,0.0001,42,62,71,55,102,119,86,131,42,131,89.0,83.5,668,-3.5844155844155843,0.42857142857142855,0.20172155688622762
simulation,36,,0.0001,34,93,44,123,80,72,115,56,34,123,89.0,77.125,617,-2.9220779220779223,0.42857142857142855,0.2222447325769854
simulation,37,,0.0001,43,57,97,71,143,84,115,118,43,143,100.0,91.0,728,-4.363636363636363,0.5714285714285714,0.19745879120879128
simulation,38,,0.0001,37,53,65,58,118,76,108,92,37,118,81.0,75.875,607,-2.792207792207792,0.3246753246753247,0.19666392092257
