source,run,condition,noise,agent_1,agent_2,agent_3,agent_4,agent_5,agent_6,agent_7,agent_8,first,last,gap,average,total,aggregate_welfare,gap_normalized,gini
simulation,1,,0.0001,16,24,59,45,28,39,32,56,16,59,43.0,37.375,299,-1.3409090909090908,0.3409090909090909,0.21697324414715724
simulation,2,,0.0001,16,45,26,30,60,62,39,67,16,67,51.0,43.125,345,-2.3863636363636362,0.5227272727272727,0.22934782608695659
simulation,3,,0.0001,16,40,37,25,54,54,77,35,16,77,61.0,42.25,338,-2.227272727272727,0.75,0.23372781065088755
simulation,4,,0.0001,16,25,59,33,38,71,62,47,16,71,55.0,43.875,351,-2.522727272727273,0.6136363636363636,0.23397435897435903
simulation,5,,0.0001,16,47,26,30,37,82,54,67,16,82,66.0,44.875,359,-2.7045454545454546,0.8636363636363636,0.2607938718662952
simulation,6,,0.0001,16,25,54,28,71,59,38,37,16,71,55.0,41.0,328,-2.0,0.6136363636363636,0.24161585365853666
simulation,7,,0.0001,16,33,49,26,34,43,58,74,16,74,58.0,41.625,333,-2.1136363636363638,0.6818181818181818,0.23385885885885882
simulation,8,,0.0001,16,25,45,37,67,34,52,61,16,67,51.0,42.125,337,-2.2045454545454546,0.5227272727272727,0.22218100890207726
simulation,9,,0.0001,16,28,24,31,53,42,61,68,16,68,52.0,40.375,323,-1.8863636363636365,0.5454545454545454,0.24574303405572762
simulation,10,,0.0001,16,25,48,28,35,65,53,60,16,65,49.0,41.25,330,-2.0454545454545454,0.4772727272727273,0.2295454545454545
simulation,11,,0.0001,16,39,27,31,37,58,46,70,16,70,54.0,40.5,324,-1.9090909090909092,0.5909090909090909,0.22376543209876543
simulation,12,,0.0001,16,27,40,30,66,76,54,38,16,76,60.0,43.375,347,-2.4318181818181817,0.7272727272727273,0.24819884726224783
simulation,13,,0.0001,16,26,30,37,55,62,43,79,16,79,63.0,43.5,348,-2.4545454545454546,0.7954545454545454,0.25215517241379315
simulation,14,,0.0001,16,48,58,30,25,65,84,38,16,84,68.0,45.5,364,-2.8181818181818183,0.9090909090909091,0.26442307692307687
simulation,15,,0.0001,16,23,42,33,56,86,30,61,16,86,70.0,43.375,347,-2.4318181818181817,0.9545454545454546,0.27629682997118166
simulation,16,,0.0001,16,26,29,49,66,38,56,42,16,66,50.0,40.25,322,-1.8636363636363635,0.5,0.21894409937888204
simulation,17,,0.0001,16,48,32,58,77,73,40,33,16,77,61.0,47.125,377,-3.1136363636363638,0.75,0.23706896551724133
simulation,18,,0.0001,16,23,27,47,38,72,41,57,16,72,56.0,40.125,321,-1.8409090909090908,0.6363636363636364,0.24338006230529596
simulation,19,,0.0001,16,25,48,34,62,53,45,69,16,69,53.0,44.0,352,-2.5454545454545454,0.5681818181818182,0.21875
simulation,20,,0.0001,16,22,27,63,97,39,53,72,16,97,81.0,48.625,389,-3.3863636363636362,1.2045454545454546,0.3017352185089974
simulation,21,,0.0001,16,22,40,33,64,56,45,52,16,64,48.0,41.0,328,-2.0,0.45454545454545453,0.21646341463414642
