source,run,condition,noise,agent_1,agent_2,agent_3,agent_4,agent_5,agent_6,agent_7,agent_8,first,last,gap,average,total,aggregate_welfare,gap_normalized,gini
simulation,1,,0.0001,32,204,255,175,51,77,104,228,32,255,223.0,140.75,1126,-5.490566037735849,1.3962264150943395,0.32171403197158077
simulation,2,,0.0001,44,129,74,202,105,237,183,157,44,237,193.0,141.375,1131,-5.537735849056604,1.1132075471698113,0.2490053050397878
simulation,3,,0.0001,30,158,105,129,278,184,202,242,30,278,248.0,166.0,1328,-7.39622641509434,1.6320754716981132,0.25094126506024095
simulation,4,,0.0001,32,104,50,131,97,154,206,179,32,206,174.0,119.125,953,-3.858490566037736,0.9339622641509434,0.270330535152151
simulation,5,,0.0001,30,55,75,129,153,224,103,173,30,224,194.0,117.75,942,-3.7547169811320753,1.1226415094339623,0.29299363057324834
simulation,6,,0.0001,30,57,263,77,239,303,425,110,30,425,395.0,188.0,1504,-9.056603773584905,3.018867924528302,0.38912898936170204
simulation,7,,0.0001,50,76,43,179,126,153,103,209,43,209,166.0,117.375,939,-3.7264150943396226,0.8584905660377359,0.2743610223642172
simulation,8,,0.0001,30,111,76,86,249,138,168,205,30,249,219.0,132.875,1063,-4.89622641509434,1.3584905660377358,0.2882173095014111
simulation,9,,0.0001,30,202,106,231,54,145,80,181,30,231,201.0,128.625,1029,-4.5754716981132075,1.1886792452830188,0.3023566569484937
simulation,10,,0.0001,30,78,103,123,213,151,171,58,30,213,183.0,115.875,927,-3.6132075471698113,1.0188679245283019,0.28114886731391575
simulation,11,,0.0001,30,55,132,103,76,159,181,219,30,219,189.0,119.375,955,-3.8773584905660377,1.0754716981132075,0.29201570680628275
simulation,12,,0.0001,30,85,163,55,133,190,212,109,30,212,182.0,122.125,977,-4.084905660377358,1.009433962264151,0.28236949846468784
simulation,13,,0.0001,30,81,178,55,99,127,155,205,30,205,175.0,116.25,930,-3.641509433962264,0.9433962264150944,0.28091397849462374
simulation,14,,0.0001,32,121,99,221,161,189,76,250,32,250,218.0,143.625,1149,-5.7075471698113205,1.349056603773585,0.2786118363794603
simulation,15,,0.0001,30,57,101,125,210,187,75,164,30,210,180.0,118.625,949,-3.8207547169811322,0.9905660377358491,0.2899104320337198
simulation,16,,0.0001,31,123,74,54,195,100,262,298,31,298,267.0,142.125,1137,-5.59433962264151,1.8113207547169812,0.3622471416007036
simulation,17,,0.0001,30,54,205,75,119,126,149,180,30,205,175.0,117.25,938,-3.7169811320754715,0.9433962264150944,0.27771855010660973
simulation,18,,0.0001,33,181,134,219,53,80,102,158,33,219,186.0,120.0,960,-3.9245283018867925,1.0471698113207548,0.2875000000000001
simulation,19,,0.0001,96,124,184,88,237,159,267,206,88,267,179.0,170.125,1361,-7.7075471698113205,0.9811320754716981,0.20472079353416595
simulation,20,,0.0001,30,164,103,52,174,78,202,241,30,241,211.0,130.5,1044,-4.716981132075472,1.2830188679245282,0.3084291187739463
simulation,21,,0.0001,30,52,139,110,101,255,187,455,30,455,425.0,166.125,1329,-7.40566037735849,3.30188679245283,0.40227614747930773
simulation,22,,0.0001,35,100,120,202,176,147,278,227,35,278,243.0,160.625,1285,-6.990566037735849,1.5849056603773586,0.253988326848249
simulation,23,,0.0001,32,105,55,333,132,81,341,385,32,385,353.0,183.0,1464,-8.679245283018869,2.6226415094339623,0.39993169398907114
simulation,24,,0.0001,30,175,59,167,100,209,127,79,30,209,179.0,118.25,946,-3.792452830188679,0.9811320754716981,0.2806553911205074
simulation,25,,0.0001,31,52,102,162,193,77,138,229,31,229,198.0,123.0,984,-4.150943396226415,1.1603773584905661,0.30259146341463405
simulation,26,,0.0001,32,55,76,202,126,152,175,100,32,202,170.0,114.75,918,-3.5283018867924527,0.8962264150943396,0.278322440087146
simulation,27,,0.0001,33,55,92,151,236,123,100,288,33,288,255.0,134.75,1078,-5.037735849056604,1.6981132075471699,0.3351113172541744
simulation,28,,0.0001,35,86,58,110,175,223,249,193,35,249,214.0,141.125,1129,-5.518867924528302,1.3113207547169812,0.29993356953055805
simulation,29,,0.0001,30,79,222,69,191,247,101,131,30,247,217.0,133.75,1070,-4.962264150943396,1.3396226415094339,0.30957943925233655
