source,run,condition,noise,agent_1,agent_2,agent_3,agent_4,agent_5,agent_6,agent_7,agent_8,first,last,gap,average,total,aggregate_welfare,gap_normalized,gini
simulation,1,,0.0001,28,42,96,50,88,88,117,69,28,117,89.0,72.25,578,-4.258620689655173,1.0,0.22188581314878886
simulation,2,,0.0001,30,34,73,64,58,101,112,121,30,121,91.0,74.125,593,-4.517241379310345,1.0344827586206897,0.2455733558178752
simulation,3,,0.0001,34,63,43,57,84,103,118,91,34,118,84.0,74.125,593,-4.517241379310345,0.9137931034482759,0.21311129848229338
simulation,4,,0.0001,46,35,71,66,86,126,117,101,35,126,91.0,81.0,648,-5.4655172413793105,1.0344827586206897,0.21450617283950613
simulation,5,,0.0001,36,125,44,63,126,140,96,91,36,140,104.0,90.125,721,-6.724137931034483,1.2586206896551724,0.23040915395284323
simulation,6,,0.0001,49,52,42,135,108,81,120,88,42,135,93.0,84.375,675,-5.931034482758621,1.0689655172413792,0.21870370370370362
simulation,7,,0.0001,39,62,27,51,83,118,90,107,27,118,91.0,72.125,577,-4.241379310344827,1.0344827586206897,0.2415511265164645
simulation,8,,0.0001,46,39,136,69,75,84,113,122,39,136,97.0,85.5,684,-6.086206896551724,1.1379310344827587,0.2192982456140351
simulation,9,,0.0001,25,33,63,105,57,81,120,96,25,120,95.0,72.5,580,-4.293103448275862,1.103448275862069,0.25
simulation,10,,0.0001,30,65,41,99,51,106,68,88,30,106,76.0,68.5,548,-3.7413793103448274,0.7758620689655172,0.21350364963503643
simulation,11,,0.0001,31,45,85,118,105,72,82,125,31,125,94.0,82.875,663,-5.724137931034483,1.0862068965517242,0.21210407239818996
simulation,12,,0.0001,35,48,53,88,101,130,117,75,35,130,95.0,80.875,647,-5.448275862068965,1.103448275862069,0.22546367851622873
simulation,13,,0.0001,61,71,71,92,90,134,111,139,61,139,78.0,96.125,769,-7.551724137931035,0.8103448275862069,0.15978543563068914
simulation,14,,0.0001,28,44,35,79,121,63,107,123,28,123,95.0,75.0,600,-4.637931034482759,1.103448275862069,0.27083333333333326
simulation,15,,0.0001,28,93,40,62,96,118,54,98,28,118,90.0,73.625,589,-4.448275862068965,1.0172413793103448,0.22856536502546687
simulation,16,,0.0001,30,38,66,56,120,88,90,114,30,120,90.0,75.25,602,-4.672413793103448,1.0172413793103448,0.23546511627906974
simulation,17,,0.0001,34,48,74,94,98,56,116,77,34,116,82.0,74.625,597,-4.586206896551724,0.8793103448275862,0.19702680067001666
simulation,18,,0.0001,31,44,62,73,123,85,105,89,31,123,92.0,76.5,612,-4.844827586206897,1.0517241379310345,0.21282679738562083
simulation,19,,0.0001,35,85,52,36,56,114,69,104,35,114,79.0,68.875,551,-3.793103448275862,0.8275862068965517,0.227994555353902
simulation,20,,0.0001,34,39,53,67,108,72,96,130,34,130,96.0,74.875,599,-4.620689655172414,1.1206896551724137,0.24019198664440733
simulation,21,,0.0001,33,38,57,103,70,68,96,91,33,103,70.0,69.5,556,-3.8793103448275863,0.6724137931034483,0.1987410071942446
simulation,22,,0.0001,35,47,93,64,114,82,73,126,35,126,91.0,79.25,634,-5.224137931034483,1.0344827586206897,0.2105678233438486
simulation,23,,0.0001,29,40,53,65,106,86,60,111,29,111,82.0,68.75,550,-3.7758620689655173,0.8793103448275862,0.229090909090909
