source,run,condition,noise,agent_1,agent_2,agent_3,agent_4,agent_5,agent_6,agent_7,agent_8,first,last,gap,average,total,aggregate_welfare,gap_normalized,gini
simulation,1,,0.0001,18,29,16,19,16,16,20,18,16,29,13.0,19.0,152,2.260869565217391,-0.32608695652173914,0.09868421052631571
simulation,2,,0.0001,19,23,16,24,16,16,20,18,16,24,8.0,19.0,152,2.260869565217391,-0.43478260869565216,0.08552631578947367
simulation,3,,0.0001,18,21,16,18,16,16,22,18,16,22,6.0,18.125,145,2.4130434782608696,-0.4782608695652174,0.06293103448275872
simulation,4,,0.0001,18,22,16,20,16,16,24,18,16,24,8.0,18.75,150,2.3043478260869565,-0.43478260869565216,0.08166666666666678
simulation,5,,0.0001,20,22,20,17,16,16,30,18,16,30,14.0,19.875,159,2.108695652173913,-0.30434782608695654,0.10927672955974832
simulation,6,,0.0001,18,28,19,17,16,16,23,18,16,28,12.0,19.375,155,2.1956521739130435,-0.34782608695652173,0.10080645161290325
simulation,7,,0.0001,18,18,16,19,16,16,23,22,16,23,7.0,18.5,148,2.347826086956522,-0.45652173913043476,0.07432432432432434
simulation,8,,0.0001,18,25,19,17,16,16,30,18,16,30,14.0,19.875,159,2.108695652173913,-0.30434782608695654,0.11713836477987427
simulation,9,,0.0001,20,23,20,17,16,16,25,18,16,25,9.0,19.375,155,2.1956521739130435,-0.41304347826086957,0.0879032258064516
simulation,10,,0.0001,18,23,16,19,16,16,36,18,16,36,20.0,20.25,162,2.0434782608695654,-0.17391304347826086,0.14197530864197527
simulation,11,,0.0001,18,23,16,20,16,16,21,24,16,24,8.0,19.25,154,2.217391304347826,-0.43478260869565216,0.08766233766233755
simulation,12,,0.0001,20,21,16,23,16,16,21,18,16,23,7.0,18.875,151,2.282608695652174,-0.45652173913043476,0.07533112582781465
simulation,13,,0.0001,20,35,20,17,16,16,23,18,16,35,19.0,20.625,165,1.9782608695652173,-0.1956521739130435,0.1356060606060605
simulation,14,,0.0001,20,21,25,17,16,16,20,18,16,25,9.0,19.125,153,2.239130434782609,-0.41304347826086957,0.0808823529411764
simulation,15,,0.0001,20,23,16,19,16,16,26,18,16,26,10.0,19.25,154,2.217391304347826,-0.391304347826087,0.09577922077922074
simulation,16,,0.0001,19,22,16,31,16,16,29,18,16,31,15.0,20.875,167,1.934782608695652,-0.2826086956521739,0.14146706586826352
simulation,17,,0.0001,20,23,16,19,16,16,34,18,16,34,18.0,20.25,162,2.0434782608695654,-0.21739130434782608,0.1342592592592593
simulation,18,,0.0001,18,23,16,21,16,16,28,20,16,28,12.0,19.75,158,2.130434782608696,-0.34782608695652173,0.10759493670886067
simulation,19,,0.0001,18,22,16,26,16,16,28,18,16,28,12.0,20.0,160,2.0869565217391304,-0.34782608695652173,0.11874999999999991
simulation,20,,0.0001,20,21,19,17,16,16,27,18,16,27,11.0,19.25,154,2.217391304347826,-0.3695652173913043,0.09090909090909083
simulation,21,,0.0001,18,21,16,19,16,16,21,28,16,28,12.0,19.375,155,2.1956521739130435,-0.34782608695652173,0.10080645161290325
