source,run,condition,noise,agent_1,agent_2,agent_3,agent_4,agent_5,agent_6,agent_7,agent_8,first,last,gap,average,total,aggregate_welfare,gap_normalized,gini
simulation,1,,0.0001,9,13,15,24,65,22,31,34,9,65,56.0,26.625,213,-0.7837837837837838,0.7567567567567568,0.3210093896713615
simulation,2,,0.0001,9,12,16,32,34,52,29,18,9,52,43.0,25.25,202,-0.4864864864864865,0.40540540540540543,0.29084158415841577
simulation,3,,0.0001,9,13,18,29,22,30,17,32,9,32,23.0,21.25,170,0.3783783783783784,-0.13513513513513514,0.21029411764705874
simulation,4,,0.0001,9,13,15,20,19,25,37,37,9,37,28.0,21.875,175,0.24324324324324326,0.0,0.24785714285714278
simulation,5,,0.0001,9,14,14,17,34,32,24,39,9,39,30.0,22.875,183,0.02702702702702703,0.05405405405405406,0.2534153005464481
simulation,6,,0.0001,9,13,24,44,16,29,50,39,9,50,41.0,28.0,224,-1.0810810810810811,0.35135135135135137,0.2879464285714286
simulation,7,,0.0001,9,14,25,15,33,25,37,32,9,37,28.0,23.75,190,-0.16216216216216217,0.0,0.2250000000000001
simulation,8,,0.0001,9,14,14,17,37,28,19,26,9,37,28.0,20.5,164,0.5405405405405406,0.0,0.23170731707317072
simulation,9,,0.0001,9,13,20,16,41,26,23,28,9,41,32.0,22.0,176,0.21621621621621623,0.10810810810810811,0.23579545454545459
simulation,10,,0.0001,9,13,18,16,17,25,45,26,9,45,36.0,21.125,169,0.40540540540540543,0.21621621621621623,0.2551775147928994
simulation,11,,0.0001,9,14,14,17,33,32,28,37,9,37,28.0,23.0,184,0.0,0.0,0.24184782608695654
simulation,12,,0.0001,9,14,18,15,26,33,32,49,9,49,40.0,24.5,196,-0.32432432432432434,0.32432432432432434,0.2767857142857142
simulation,13,,0.0001,9,14,17,15,20,28,39,23,9,39,30.0,20.625,165,0.5135135135135135,0.05405405405405406,0.23257575757575766
simulation,14,,0.0001,9,21,14,26,30,30,47,20,9,47,38.0,24.625,197,-0.35135135135135137,0.2702702702702703,0.241751269035533
simulation,15,,0.0001,9,35,21,16,55,24,55,28,9,55,46.0,30.375,243,-1.5945945945945945,0.4864864864864865,0.2896090534979423
simulation,16,,0.0001,9,12,22,15,41,33,40,28,9,41,32.0,25.0,200,-0.43243243243243246,0.10810810810810811,0.2649999999999999
simulation,17,,0.0001,9,13,16,22,25,31,29,21,9,31,22.0,20.75,166,0.4864864864864865,-0.16216216216216217,0.19728915662650603
simulation,18,,0.0001,9,14,19,14,28,40,25,33,9,40,31.0,22.75,182,0.05405405405405406,0.08108108108108109,0.24725274725274726
simulation,19,,0.0001,9,13,19,31,19,36,19,27,9,36,27.0,21.625,173,0.2972972972972973,-0.02702702702702703,0.2189306358381502
simulation,20,,0.0001,9,17,14,20,17,37,46,40,9,46,37.0,25.0,200,-0.43243243243243246,0.24324324324324326,0.2825
simulation,21,,0.0001,9,13,19,28,45,23,19,41,9,45,36.0,24.625,197,-0.35135135135135137,0.21621621621621623,0.2684010152284264
simulation,22,,0.0001,9,14,14,15,27,34,24,41,9,41,32.0,22.25,178,0.16216216216216217,0.10810810810810811,0.2612359550561798
simulation,23,,0.0001,9,14,14,23,29,37,25,18,9,37,28.0,21.125,169,0.40540540540540543,0.0,0.22855029585798814
simulation,24,,0.0001,9,13,17,18,30,37,27,28,9,37,28.0,22.375,179,0.13513513513513514,0.0,0.2255586592178771
simulation,25,,0.0001,9,13,15,39,40,18,35,38,9,40,31.0,25.875,207,-0.6216216216216216,0.08108108108108109,0.26147342995169076
simulation,26,,0.0001,9,14,19,35,16,44,22,35,9,44,35.0,24.25,194,-0.2702702702702703,0.1891891891891892,0.2641752577319587
simulation,27,,0.0001,9,13,24,37,36,20,41,22,9,41,32.0,25.25,202,-0.4864864864864865,0.10810810810810811,0.24381188118811892
simulation,28,,0.0001,9,14,38,16,16,28,25,43,9,43,34.0,23.625,189,-0.13513513513513514,0.16216216216216217,0.2665343915343916
simulation,29,,0.0001,9,14,14,19,21,23,28,37,9,37,28.0,20.625,165,0.5135135135135135,0.0,0.2234848484848484
simulation,30,,0.0001,9,13,20,28,20,16,19,39,9,39,30.0,20.5,164,0.5405405405405406,0.05405405405405406,0.22713414634146334
simulation,31,,0.0001,9,14,16,15,25,35,28,25,9,35,26.0,20.875,167,0.4594594594594595,-0.05405405405405406,0.21781437125748493
simulation,32,,0.0001,9,14,14,17,37,25,20,26,9,37,28.0,20.25,162,0.5945945945945946,0.0,0.22530864197530853
simulation,33,,0.0001,9,13,14,18,21,30,29,23,9,30,21.0,19.625,157,0.7297297297297297,-0.1891891891891892,0.20461783439490455
simulation,34,,0.0001,9,13,16,32,19,31,27,26,9,32,23.0,21.625,173,0.2972972972972973,-0.13513513513513514,0.21026011560693636
simulation,35,,0.0001,9,13,19,18,45,24,49,30,9,49,40.0,25.875,207,-0.6216216216216216,0.32432432432432434,0.2904589371980677
simulation,36,,0.0001,9,12,14,24,29,36,50,20,9,50,41.0,24.25,194,-0.2702702702702703,0.35135135135135137,0.2938144329896908
simulation,37,,0.0001,9,13,21,28,26,19,19,22,9,28,19.0,19.625,157,0.7297297297297297,-0.24324324324324326,0.16640127388535042
simulation,38,,0.0001,9,13,16,16,18,28,49,47,9,49,40.0,24.5,196,-0.32432432432432434,0.32432432432432434,0.31122448979591844
simulation,39,,0.0001,9,13,15,35,22,31,28,28,9,35,26.0,22.625,181,0.08108108108108109,-0.05405405405405406,0.21892265193370175
simulation,40,,0.0001,9,14,18,15,33,33,25,32,9,33,24.0,22.375,179,0.13513513513513514,-0.10810810810810811,0.22416201117318435
simulation,41,,0.0001,9,20,19,15,32,21,23,16,9,32,23.0,19.375,155,0.7837837837837838,-0.13513513513513514,0.17500000000000004
simulation,42,,0.0001,9,13,16,18,17,20,25,34,9,34,25.0,19.0,152,0.8648648648648649,-0.08108108108108109,0.20394736842105265
simulation,43,,0.0001,9,12,14,31,31,46,23,39,9,46,37.0,25.625,205,-0.5675675675675675,0.24324324324324326,0.27621951219512186
simulation,44,,0.0001,9,13,16,16,20,23,41,27,9,41,32.0,20.625,165,0.5135135135135135,0.10810810810810811,0.2416666666666667
simulation,45,,0.0001,9,13,20,16,19,20,39,37,9,39,30.0,21.625,173,0.2972972972972973,0.05405405405405406,0.24783236994219648
simulation,46,,0.0001,9,14,14,18,23,21,31,45,9,45,36.0,21.875,175,0.24324324324324326,0.21621621621621623,0.26214285714285723
simulation,47,,0.0001,9,13,16,27,33,22,45,42,9,45,36.0,25.875,207,-0.6216216216216216,0.21621621621621623,0.27355072463768115
simulation,48,,0.0001,9,13,18,18,45,30,23,34,9,45,36.0,23.75,190,-0.16216216216216217,0.21621621621621623,0.2618421052631579
