source,run,condition,noise,agent_1,agent_2,agent_3,agent_4,agent_5,agent_6,agent_7,agent_8,first,last,gap,average,total,aggregate_welfare,gap_normalized,gini
simulation,1,,0.0001,27,25,33,32,31,36,38,43,25,43,18.0,33.125,265,0.6078431372549019,-0.19607843137254902,0.09292452830188669
simulation,2,,0.0001,22,28,32,30,32,39,33,39,22,39,17.0,31.875,255,0.803921568627451,-0.21568627450980393,0.08970588235294108
simulation,3,,0.0001,23,30,24,30,31,34,37,44,23,44,21.0,31.625,253,0.8431372549019608,-0.13725490196078433,0.11116600790513842
simulation,4,,0.0001,22,27,30,34,30,34,32,41,22,41,19.0,31.25,250,0.9019607843137255,-0.17647058823529413,0.09099999999999997
simulation,5,,0.0001,23,30,25,32,31,41,36,32,23,41,18.0,31.25,250,0.9019607843137255,-0.19607843137254902,0.09400000000000008
simulation,6,,0.0001,26,29,34,36,31,31,34,49,26,49,23.0,33.75,270,0.5098039215686274,-0.09803921568627451,0.09629629629629632
simulation,7,,0.0001,27,35,39,32,28,35,49,36,27,49,22.0,35.125,281,0.29411764705882354,-0.11764705882352941,0.09830960854092519
simulation,8,,0.0001,24,26,32,35,29,28,34,34,24,35,11.0,30.25,242,1.0588235294117647,-0.3333333333333333,0.07128099173553726
simulation,9,,0.0001,25,21,31,31,39,40,45,38,21,45,24.0,33.75,270,0.5098039215686274,-0.0784313725490196,0.12685185185185177
simulation,10,,0.0001,25,24,32,30,28,40,33,37,24,40,16.0,31.125,249,0.9215686274509803,-0.23529411764705882,0.09487951807228923
simulation,11,,0.0001,24,26,29,36,27,30,35,34,24,36,12.0,30.125,241,1.0784313725490196,-0.3137254901960784,0.07831950207468874
simulation,12,,0.0001,24,25,26,32,29,32,40,36,24,40,16.0,30.5,244,1.0196078431372548,-0.23529411764705882,0.09631147540983598
simulation,13,,0.0001,24,30,33,33,27,31,36,39,24,39,15.0,31.625,253,0.8431372549019608,-0.2549019607843137,0.07954545454545459
simulation,14,,0.0001,25,21,29,33,31,36,37,41,21,41,20.0,31.625,253,0.8431372549019608,-0.1568627450980392,0.1101778656126482
simulation,15,,0.0001,29,27,36,38,27,32,34,38,27,38,11.0,32.625,261,0.6862745098039216,-0.3333333333333333,0.07423371647509569
simulation,16,,0.0001,22,28,31,33,32,34,29,43,22,43,21.0,31.5,252,0.8627450980392157,-0.13725490196078433,0.09424603174603186
simulation,17,,0.0001,30,24,37,33,39,31,33,38,24,39,15.0,33.125,265,0.6078431372549019,-0.2549019607843137,0.07688679245283025
simulation,18,,0.0001,24,29,34,30,31,44,39,37,24,44,20.0,33.5,268,0.5490196078431373,-0.1568627450980392,0.09981343283582089
simulation,19,,0.0001,22,25,30,32,27,31,35,39,22,39,17.0,30.125,241,1.0784313725490196,-0.21568627450980393,0.09595435684647313
simulation,20,,0.0001,24,26,33,32,29,28,39,33,24,39,15.0,30.5,244,1.0196078431372548,-0.2549019607843137,0.08094262295081966
simulation,21,,0.0001,27,27,34,30,32,31,42,38,27,42,15.0,32.625,261,0.6862745098039216,-0.2549019607843137,0.08285440613026829
simulation,22,,0.0001,24,26,27,32,28,32,34,46,24,46,22.0,31.125,249,0.9215686274509803,-0.11764705882352941,0.10692771084337349
simulation,23,,0.0001,23,27,28,32,36,34,39,43,23,43,20.0,32.75,262,0.6666666666666666,-0.1568627450980392,0.10782442748091614
simulation,24,,0.0001,25,23,33,33,33,32,39,39,23,39,16.0,32.125,257,0.7647058823529411,-0.23529411764705882,0.08998054474708161
simulation,25,,0.0001,26,33,36,32,29,43,37,43,26,43,17.0,34.875,279,0.3333333333333333,-0.21568627450980393,0.092741935483871
simulation,26,,0.0001,24,29,33,30,31,32,36,38,24,38,14.0,31.625,253,0.8431372549019608,-0.27450980392156865,0.07065217391304346
simulation,27,,0.0001,26,30,36,32,31,36,29,37,26,37,11.0,32.125,257,0.7647058823529411,-0.3333333333333333,0.06371595330739299
simulation,28,,0.0001,20,28,28,31,29,36,31,38,20,38,18.0,30.125,241,1.0784313725490196,-0.19607843137254902,0.09180497925311193
simulation,29,,0.0001,26,29,34,30,29,39,31,46,26,46,20.0,33.0,264,0.6274509803921569,-0.1568627450980392,0.0975378787878789
simulation,30,,0.0001,24,27,34,30,29,43,34,38,24,43,19.0,32.375,259,0.7254901960784313,-0.17647058823529413,0.09990347490347484
simulation,31,,0.0001,27,25,34,30,30,36,31,42,25,42,17.0,31.875,255,0.803921568627451,-0.21568627450980393,0.08676470588235285
simulation,32,,0.0001,26,30,29,35,27,38,35,42,26,42,16.0,32.75,262,0.6666666666666666,-0.23529411764705882,0.09064885496183206
simulation,33,,0.0001,22,27,31,32,29,34,33,41,22,41,19.0,31.125,249,0.9215686274509803,-0.17647058823529413,0.09086345381526106
simulation,34,,0.0001,27,27,36,30,29,36,31,40,27,40,13.0,32.0,256,0.7843137254901961,-0.29411764705882354,0.0771484375
simulation,35,,0.0001,24,26,27,32,29,33,35,34,24,35,11.0,30.0,240,1.0980392156862746,-0.3333333333333333,0.07187499999999991
simulation,36,,0.0001,25,27,28,37,27,32,42,39,25,42,17.0,32.125,257,0.7647058823529411,-0.21568627450980393,0.10359922178988334
simulation,37,,0.0001,23,29,26,32,32,35,37,40,23,40,17.0,31.75,254,0.8235294117647058,-0.21568627450980393,0.09448818897637801
simulation,38,,0.0001,20,28,29,30,29,31,38,42,20,42,22.0,30.875,247,0.9607843137254902,-0.11764705882352941,0.10678137651821862
simulation,39,,0.0001,26,32,40,34,35,32,29,43,26,43,17.0,33.875,271,0.49019607843137253,-0.21568627450980393,0.08533210332103325
simulation,40,,0.0001,26,33,38,30,27,30,32,39,26,39,13.0,31.875,255,0.803921568627451,-0.29411764705882354,0.07696078431372544
simulation,41,,0.0001,26,25,27,30,30,36,34,36,25,36,11.0,30.5,244,1.0196078431372548,-0.3333333333333333,0.07581967213114749
simulation,42,,0.0001,24,30,32,33,27,33,36,40,24,40,16.0,31.875,255,0.803921568627451,-0.23529411764705882,0.08186274509803915
simulation,43,,0.0001,40,24,33,30,43,31,35,32,24,43,19.0,33.5,268,0.5490196078431373,-0.17647058823529413,0.09141791044776126
simulation,44,,0.0001,23,21,29,30,37,35,41,52,21,52,31.0,33.5,268,0.5490196078431373,0.058823529411764705,0.15671641791044766
simulation,45,,0.0001,28,24,32,30,29,28,33,43,24,43,19.0,30.875,247,0.9607843137254902,-0.17647058823529413,0.08653846153846145
simulation,46,,0.0001,24,26,32,33,29,28,34,41,24,41,17.0,30.875,247,0.9607843137254902,-0.21568627450980393,0.08957489878542502
simulation,47,,0.0001,27,22,31,32,29,34,32,41,22,41,19.0,31.0,248,0.9411764705882353,-0.17647058823529413,0.08971774193548376
simulation,48,,0.0001,23,24,32,30,32,41,42,38,23,42,19.0,32.75,262,0.6666666666666666,-0.17647058823529413,0.11545801526717558
simulation,49,,0.0001,27,22,31,30,29,33,41,37,22,41,19.0,31.25,250,0.9019607843137255,-0.17647058823529413,0.09800000000000009
simulation,50,,0.0001,24,28,35,30,32,34,36,39,24,39,15.0,32.25,258,0.7450980392156863,-0.2549019607843137,0.07848837209302317
experimental,,line,,23,27,31,35,39,43,47,51,23,51,28.0,37.0,296,0.0,0.0,0.14189189189189189
experimental,,1cut,,23,27,31,35,39,43,31,47,23,47,24.0,34.5,276,0.39215686274509803,-0.0784313725490196,0.125
