source,run,condition,noise,agent_1,agent_2,agent_3,agent_4,agent_5,agent_6,agent_7,agent_8,first,last,gap,average,total,aggregate_welfare,gap_normalized,gini
simulation,1,,0.0001,18,23,47,50,52,50,37,30,18,52,34.0,38.375,307,-1.2291666666666667,0.0,0.18037459283387625
simulation,2,,0.0001,14,60,67,28,44,38,69,51,14,69,55.0,46.375,371,-2.5625,0.4375,0.2200134770889488
simulation,3,,0.0001,16,50,38,47,78,40,39,25,16,78,62.0,41.625,333,-1.7708333333333333,0.5833333333333334,0.22034534534534544
simulation,4,,0.0001,14,18,38,46,59,26,83,25,14,83,69.0,38.625,309,-1.2708333333333333,0.7291666666666666,0.30865695792880254
simulation,5,,0.0001,38,65,69,25,53,59,28,21,21,69,48.0,44.75,358,-2.2916666666666665,0.2916666666666667,0.22486033519553073
simulation,6,,0.0001,32,32,50,22,59,43,54,26,22,59,37.0,39.75,318,-1.4583333333333333,0.0625,0.1823899371069182
simulation,7,,0.0001,14,25,45,29,48,47,40,27,14,48,34.0,34.375,275,-0.5625,0.0,0.18772727272727274
simulation,8,,0.0001,15,35,32,65,55,58,26,32,15,65,50.0,39.75,318,-1.4583333333333333,0.3333333333333333,0.22877358490566047
simulation,9,,0.0001,14,35,53,66,49,32,37,47,14,66,52.0,41.625,333,-1.7708333333333333,0.375,0.1955705705705706
simulation,10,,0.0001,16,20,31,50,45,59,37,31,16,59,43.0,36.125,289,-0.8541666666666666,0.1875,0.21583044982698962
simulation,11,,0.0001,14,33,42,56,37,42,64,29,14,64,50.0,39.625,317,-1.4375,0.3333333333333333,0.2038643533123028
simulation,12,,0.0001,22,59,31,55,51,39,40,19,19,59,40.0,39.5,316,-1.4166666666666667,0.125,0.20015822784810133
simulation,13,,0.0001,16,21,65,32,50,74,42,31,16,74,58.0,41.375,331,-1.7291666666666667,0.5,0.2617069486404835
simulation,14,,0.0001,27,32,73,35,76,45,42,30,27,76,49.0,45.0,360,-2.3333333333333335,0.3125,0.20972222222222214
simulation,15,,0.0001,33,21,30,53,30,80,48,25,21,80,59.0,40.0,320,-1.5,0.5208333333333334,0.23828125
simulation,16,,0.0001,30,24,70,47,34,61,38,43,24,70,46.0,43.375,347,-2.0625,0.25,0.18768011527377526
