source,run,condition,noise,agent_1,agent_2,agent_3,agent_4,agent_5,agent_6,agent_7,agent_8,first,last,gap,average,total,aggregate_welfare,gap_normalized,gini
simulation,1,,0.0001,14,14,14,15,15,17,24,21,14,24,10.0,16.75,134,2.142857142857143,-0.42857142857142855,0.10634328358208944
simulation,2,,0.0001,14,14,14,16,21,17,24,35,14,35,21.0,19.375,155,1.6428571428571428,-0.16666666666666666,0.17661290322580636
simulation,3,,0.0001,14,14,14,14,22,17,46,19,14,46,32.0,20.0,160,1.5238095238095237,0.09523809523809523,0.2203124999999999
simulation,4,,0.0001,14,14,14,15,16,17,24,19,14,24,10.0,16.625,133,2.1666666666666665,-0.42857142857142855,0.09868421052631571
simulation,5,,0.0001,14,14,14,15,15,17,27,23,14,27,13.0,17.375,139,2.0238095238095237,-0.35714285714285715,0.13039568345323738
simulation,6,,0.0001,14,14,14,15,15,17,24,21,14,24,10.0,16.75,134,2.142857142857143,-0.42857142857142855,0.10634328358208944
simulation,7,,0.0001,14,14,14,14,19,22,19,25,14,25,11.0,17.625,141,1.9761904761904763,-0.40476190476190477,0.12145390070921991
simulation,8,,0.0001,14,14,14,15,16,21,22,24,14,24,10.0,17.5,140,2.0,-0.42857142857142855,0.11785714285714288
simulation,9,,0.0001,14,14,14,14,21,17,30,22,14,30,16.0,18.25,146,1.8571428571428572,-0.2857142857142857,0.15068493150684925
simulation,10,,0.0001,14,14,14,14,21,17,24,23,14,24,10.0,17.625,141,1.9761904761904763,-0.42857142857142855,0.12322695035460995
simulation,11,,0.0001,14,14,14,14,18,17,39,28,14,39,25.0,19.75,158,1.5714285714285714,-0.07142857142857142,0.20569620253164556
simulation,12,,0.0001,14,14,14,14,16,17,23,25,14,25,11.0,17.125,137,2.0714285714285716,-0.40476190476190477,0.12135036496350371
simulation,13,,0.0001,14,14,14,14,21,17,28,19,14,28,14.0,17.625,141,1.9761904761904763,-0.3333333333333333,0.13386524822695045
simulation,14,,0.0001,14,14,14,18,15,18,24,27,14,27,13.0,18.0,144,1.9047619047619047,-0.35714285714285715,0.13541666666666674
simulation,15,,0.0001,14,14,14,18,16,17,22,21,14,22,8.0,17.0,136,2.0952380952380953,-0.47619047619047616,0.09558823529411775
simulation,16,,0.0001,14,14,14,15,16,16,29,22,14,29,15.0,17.5,140,2.0,-0.30952380952380953,0.13571428571428568
simulation,17,,0.0001,14,14,14,17,15,18,27,21,14,27,13.0,17.5,140,2.0,-0.35714285714285715,0.125
simulation,18,,0.0001,14,14,14,14,16,17,26,27,14,27,13.0,17.75,142,1.9523809523809523,-0.35714285714285715,0.142605633802817
simulation,19,,0.0001,14,14,14,14,17,17,28,26,14,28,14.0,18.0,144,1.9047619047619047,-0.3333333333333333,0.14756944444444442
simulation,20,,0.0001,14,14,14,14,16,17,20,21,14,21,7.0,16.25,130,2.238095238095238,-0.5,0.08653846153846145
simulation,21,,0.0001,14,14,14,16,16,17,27,29,14,29,15.0,18.375,147,1.8333333333333333,-0.30952380952380953,0.15221088435374153
simulation,22,,0.0001,14,14,14,14,16,17,21,22,14,22,8.0,16.5,132,2.1904761904761907,-0.47619047619047616,0.09659090909090917
simulation,23,,0.0001,14,14,14,15,15,17,18,26,14,26,12.0,16.625,133,2.1666666666666665,-0.38095238095238093,0.10620300751879697
simulation,24,,0.0001,14,14,14,15,16,17,25,22,14,25,11.0,17.125,137,2.0714285714285716,-0.40476190476190477,0.11587591240875916
simulation,25,,0.0001,14,14,14,14,17,18,20,23,14,23,9.0,16.75,134,2.142857142857143,-0.4523809523809524,0.10074626865671643
simulation,26,,0.0001,14,14,14,15,16,19,28,24,14,28,14.0,18.0,144,1.9047619047619047,-0.3333333333333333,0.14236111111111116
simulation,27,,0.0001,14,14,14,14,18,24,19,31,14,31,17.0,18.5,148,1.8095238095238095,-0.2619047619047619,0.15878378378378377
simulation,28,,0.0001,14,14,14,14,16,21,24,19,14,24,10.0,17.0,136,2.0952380952380953,-0.42857142857142855,0.1121323529411764
simulation,29,,0.0001,14,14,14,17,17,28,26,25,14,28,14.0,19.375,155,1.6428571428571428,-0.3333333333333333,0.15403225806451615
simulation,30,,0.0001,14,14,14,14,17,22,18,22,14,22,8.0,16.875,135,2.119047619047619,-0.47619047619047616,0.10277777777777786
simulation,31,,0.0001,14,14,14,15,16,19,25,21,14,25,11.0,17.25,138,2.0476190476190474,-0.40476190476190477,0.11594202898550732
simulation,32,,0.0001,14,14,14,14,16,21,18,23,14,23,9.0,16.75,134,2.142857142857143,-0.4523809523809524,0.10447761194029859
simulation,33,,0.0001,14,14,14,14,16,17,22,26,14,26,12.0,17.125,137,2.0714285714285716,-0.38095238095238093,0.12317518248175174
simulation,34,,0.0001,14,14,14,14,17,30,18,25,14,30,16.0,18.25,146,1.8571428571428572,-0.2857142857142857,0.1558219178082192
simulation,35,,0.0001,14,14,14,15,16,24,31,22,14,31,17.0,18.75,150,1.7619047619047619,-0.2619047619047619,0.16166666666666663
simulation,36,,0.0001,14,14,14,14,16,17,30,30,14,30,16.0,18.625,149,1.7857142857142858,-0.2857142857142857,0.1703020134228188
simulation,37,,0.0001,14,14,14,14,17,17,22,23,14,23,9.0,16.875,135,2.119047619047619,-0.4523809523809524,0.1064814814814814
simulation,38,,0.0001,14,14,14,14,22,25,19,21,14,25,11.0,17.875,143,1.9285714285714286,-0.40476190476190477,0.125
simulation,39,,0.0001,14,14,14,17,16,20,18,25,14,25,11.0,17.25,138,2.0476190476190474,-0.40476190476190477,0.10869565217391308
simulation,40,,0.0001,14,14,14,15,16,17,26,23,14,26,12.0,17.375,139,2.0238095238095237,-0.38095238095238093,0.125
simulation,41,,0.0001,14,14,14,14,16,17,22,22,14,22,8.0,16.625,133,2.1666666666666665,-0.47619047619047616,0.10056390977443619
