source,run,condition,noise,agent_1,agent_2,agent_3,agent_4,agent_5,agent_6,agent_7,agent_8,first,last,gap,average,total,aggregate_welfare,gap_normalized,gini
simulation,1,,0.0001,17,27,22,34,43,51,59,66,17,66,49.0,39.875,319,-1.5777777777777777,0.4666666666666667,0.23863636363636354
simulation,2,,0.0001,17,23,28,64,37,45,42,57,17,64,47.0,39.125,313,-1.4444444444444444,0.4222222222222222,0.22164536741214058
simulation,3,,0.0001,17,24,29,36,47,54,68,42,17,68,51.0,39.625,317,-1.5333333333333334,0.5111111111111111,0.2235804416403786
simulation,4,,0.0001,17,23,30,40,52,63,74,45,17,74,57.0,43.0,344,-2.1333333333333333,0.6444444444444445,0.24345930232558133
simulation,5,,0.0001,17,24,29,50,54,43,37,68,17,68,51.0,40.25,322,-1.6444444444444444,0.5111111111111111,0.22360248447204967
simulation,6,,0.0001,17,24,38,51,31,60,44,71,17,71,54.0,42.0,336,-1.9555555555555555,0.5777777777777777,0.2321428571428572
simulation,7,,0.0001,17,24,31,65,38,44,55,47,17,65,48.0,40.125,321,-1.6222222222222222,0.4444444444444444,0.21222741433021808
simulation,8,,0.0001,21,25,36,30,41,61,48,61,21,61,40.0,40.375,323,-1.6666666666666667,0.26666666666666666,0.20085139318885448
simulation,9,,0.0001,17,27,46,27,42,34,57,62,17,62,45.0,39.0,312,-1.4222222222222223,0.37777777777777777,0.2123397435897436
simulation,10,,0.0001,17,22,27,34,47,59,39,49,17,59,42.0,36.75,294,-1.0222222222222221,0.3111111111111111,0.21003401360544216
simulation,11,,0.0001,17,33,42,24,42,62,51,66,17,66,49.0,42.125,337,-1.9777777777777779,0.4666666666666667,0.2177299703264095
simulation,12,,0.0001,17,57,23,30,43,53,36,68,17,68,51.0,40.875,327,-1.7555555555555555,0.5111111111111111,0.23050458715596323
simulation,13,,0.0001,17,25,34,61,41,44,55,52,17,61,44.0,41.125,329,-1.8,0.35555555555555557,0.1956686930091185
simulation,14,,0.0001,17,23,27,43,33,51,65,59,17,65,48.0,39.75,318,-1.5555555555555556,0.4444444444444444,0.2350628930817611
simulation,15,,0.0001,18,26,56,29,37,48,66,51,18,66,48.0,41.375,331,-1.8444444444444446,0.4444444444444444,0.21261329305135956
simulation,16,,0.0001,17,24,32,45,37,49,54,64,17,64,47.0,40.25,322,-1.6444444444444444,0.4222222222222222,0.20885093167701863
simulation,17,,0.0001,17,23,58,54,31,38,46,66,17,66,49.0,41.625,333,-1.8888888888888888,0.4666666666666667,0.22334834834834827
simulation,18,,0.0001,17,23,52,36,29,58,69,43,17,69,52.0,40.875,327,-1.7555555555555555,0.5333333333333333,0.23509174311926606
simulation,19,,0.0001,18,44,21,48,54,34,29,66,18,66,48.0,39.25,314,-1.4666666666666666,0.4444444444444444,0.22611464968152872
simulation,20,,0.0001,17,23,40,30,65,45,54,58,17,65,48.0,41.5,332,-1.8666666666666667,0.4444444444444444,0.2213855421686748
simulation,21,,0.0001,17,24,32,41,47,51,71,58,17,71,54.0,42.625,341,-2.066666666666667,0.5777777777777777,0.22397360703812308
simulation,22,,0.0001,17,55,37,23,32,56,49,73,17,73,56.0,42.75,342,-2.088888888888889,0.6222222222222222,0.23318713450292394
simulation,23,,0.0001,17,24,28,46,34,39,54,61,17,61,44.0,37.875,303,-1.2222222222222223,0.35555555555555557,0.21328382838283821
simulation,24,,0.0001,17,28,22,34,39,49,62,50,17,62,45.0,37.625,301,-1.1777777777777778,0.37777777777777777,0.21719269102990024
simulation,25,,0.0001,17,23,28,39,60,42,47,50,17,60,43.0,38.25,306,-1.288888888888889,0.3333333333333333,0.20261437908496727
simulation,26,,0.0001,17,55,30,23,57,37,66,49,17,66,49.0,41.75,334,-1.9111111111111112,0.4666666666666667,0.22455089820359286
simulation,27,,0.0001,17,21,50,26,45,32,57,65,17,65,48.0,39.125,313,-1.4444444444444444,0.4444444444444444,0.2400159744408945
simulation,28,,0.0001,17,53,36,24,29,49,48,64,17,64,47.0,40.0,320,-1.6,0.4222222222222222,0.2132812500000001
simulation,29,,0.0001,17,47,24,26,33,54,40,58,17,58,41.0,37.375,299,-1.1333333333333333,0.28888888888888886,0.21195652173913038
simulation,30,,0.0001,17,23,30,35,38,45,55,63,17,63,46.0,38.25,306,-1.288888888888889,0.4,0.2165032679738561
simulation,31,,0.0001,17,22,33,36,48,45,54,62,17,62,45.0,39.625,317,-1.5333333333333334,0.37777777777777777,0.20859621451104093
simulation,32,,0.0001,17,27,22,41,37,50,67,54,17,67,50.0,39.375,315,-1.488888888888889,0.4888888888888889,0.23134920634920642
simulation,33,,0.0001,17,28,24,32,51,40,58,65,17,65,48.0,39.375,315,-1.488888888888889,0.4444444444444444,0.23134920634920642
simulation,34,,0.0001,17,24,30,41,49,35,58,63,17,63,46.0,39.625,317,-1.5333333333333334,0.4,0.21884858044164046
simulation,35,,0.0001,17,30,24,39,51,45,65,60,17,65,48.0,41.375,331,-1.8444444444444446,0.4444444444444444,0.22092145015105746
simulation,36,,0.0001,17,21,28,35,53,45,66,50,17,66,49.0,39.375,315,-1.488888888888889,0.4666666666666667,0.22976190476190483
simulation,37,,0.0001,19,21,72,25,40,52,34,51,19,72,53.0,39.25,314,-1.4666666666666666,0.5555555555555556,0.24283439490445868
simulation,38,,0.0001,17,23,44,32,38,52,55,63,17,63,46.0,40.5,324,-1.6888888888888889,0.4,0.2114197530864197
simulation,39,,0.0001,17,24,47,43,28,34,64,56,17,64,47.0,39.125,313,-1.4444444444444444,0.4222222222222222,0.22164536741214058
simulation,40,,0.0001,17,24,36,35,55,44,49,65,17,65,48.0,40.625,325,-1.711111111111111,0.4444444444444444,0.20807692307692305
simulation,41,,0.0001,17,23,32,39,68,45,55,64,17,68,51.0,42.875,343,-2.111111111111111,0.5111111111111111,0.2321428571428572
simulation,42,,0.0001,19,26,39,67,44,33,50,54,19,67,48.0,41.5,332,-1.8666666666666667,0.4444444444444444,0.20030120481927716
simulation,43,,0.0001,17,23,31,34,50,45,38,57,17,57,40.0,36.875,295,-1.0444444444444445,0.26666666666666666,0.1953389830508474
simulation,44,,0.0001,19,25,45,28,58,34,60,49,19,60,41.0,39.75,318,-1.5555555555555556,0.28888888888888886,0.20676100628930816
simulation,45,,0.0001,17,23,40,27,35,45,56,59,17,59,42.0,37.75,302,-1.2,0.3111111111111111,0.21440397350993368
simulation,46,,0.0001,17,23,53,38,48,29,56,68,17,68,51.0,41.5,332,-1.8666666666666667,0.5111111111111111,0.2274096385542168
simulation,47,,0.0001,17,24,30,41,33,48,57,49,17,57,40.0,37.375,299,-1.1333333333333333,0.26666666666666666,0.19523411371237454
simulation,48,,0.0001,21,55,25,30,41,38,45,57,21,57,36.0,39.0,312,-1.4222222222222223,0.17777777777777778,0.18028846153846145
