source,run,condition,noise,agent_1,agent_2,agent_3,agent_4,agent_5,agent_6,agent_7,agent_8,first,last,gap,average,total,aggregate_welfare,gap_normalized,gini
simulation,1,,0.0001,48,66,34,68,84,73,103,106,34,106,72.0,72.75,582,-4.392857142857143,0.7857142857142857,0.17998281786941583
simulation,2,,0.0001,81,68,30,44,56,89,118,106,30,118,88.0,74.0,592,-4.571428571428571,1.0714285714285714,0.21917229729729737
simulation,3,,0.0001,85,70,30,55,41,101,107,123,30,123,93.0,76.5,612,-4.928571428571429,1.1607142857142858,0.2316176470588236
simulation,4,,0.0001,89,68,30,41,110,55,78,106,30,110,80.0,72.125,577,-4.303571428571429,0.9285714285714286,0.21598786828422867
simulation,5,,0.0001,37,68,54,55,110,94,88,85,37,110,73.0,73.875,591,-4.553571428571429,0.8035714285714286,0.17491539763113373
simulation,6,,0.0001,43,60,30,92,114,86,99,64,30,114,84.0,73.5,588,-4.5,1.0,0.20960884353741505
simulation,7,,0.0001,42,72,30,110,60,57,89,101,30,110,80.0,70.125,561,-4.017857142857143,0.9285714285714286,0.214572192513369
simulation,8,,0.0001,36,83,30,111,50,63,102,72,30,111,81.0,68.375,547,-3.767857142857143,0.9464285714285714,0.2296617915904935
simulation,9,,0.0001,36,72,30,52,73,99,90,109,30,109,79.0,70.125,561,-4.017857142857143,0.9107142857142857,0.2190285204991087
simulation,10,,0.0001,51,67,30,57,70,111,99,82,30,111,81.0,70.875,567,-4.125,0.9464285714285714,0.19510582010582
simulation,11,,0.0001,85,107,30,79,64,57,120,110,30,120,90.0,81.5,652,-5.642857142857143,1.1071428571428572,0.19746932515337434
simulation,12,,0.0001,62,55,30,98,73,41,85,110,30,110,80.0,69.25,554,-3.892857142857143,0.9285714285714286,0.2134476534296028
simulation,13,,0.0001,135,55,30,91,123,85,47,107,30,135,105.0,84.125,673,-6.017857142857143,1.375,0.23718424962852902
simulation,14,,0.0001,40,55,34,116,50,107,78,92,34,116,82.0,71.5,572,-4.214285714285714,0.9642857142857143,0.23120629370629375
simulation,15,,0.0001,36,51,30,61,90,77,110,95,30,110,80.0,68.75,550,-3.8214285714285716,0.9285714285714286,0.2245454545454546
simulation,16,,0.0001,61,54,30,43,72,109,117,88,30,117,87.0,71.75,574,-4.25,1.0535714285714286,0.22909407665505221
simulation,17,,0.0001,51,90,30,59,111,121,82,130,30,130,100.0,84.25,674,-6.035714285714286,1.2857142857142858,0.22514836795252235
simulation,18,,0.0001,68,99,30,80,41,51,101,65,30,101,71.0,66.875,535,-3.5535714285714284,0.7678571428571429,0.20490654205607473
simulation,19,,0.0001,124,104,30,42,58,75,92,93,30,124,94.0,77.25,618,-5.035714285714286,1.1785714285714286,0.22046925566343045
simulation,20,,0.0001,123,60,30,96,112,43,67,82,30,123,93.0,76.625,613,-4.946428571428571,1.1607142857142858,0.2281810766721044
simulation,21,,0.0001,47,45,30,102,61,96,129,74,30,129,99.0,73.0,584,-4.428571428571429,1.2678571428571428,0.24357876712328763
simulation,22,,0.0001,84,105,30,76,44,123,55,97,30,123,93.0,76.75,614,-4.964285714285714,1.1607142857142858,0.22190553745928332
simulation,23,,0.0001,63,54,35,179,51,74,87,103,35,179,144.0,80.75,646,-5.535714285714286,2.0714285714285716,0.2666408668730651
simulation,24,,0.0001,59,73,40,103,116,92,56,95,40,116,76.0,79.25,634,-5.321428571428571,0.8571428571428571,0.17626182965299675
simulation,25,,0.0001,36,65,30,93,48,91,106,75,30,106,76.0,68.0,544,-3.7142857142857144,0.8571428571428571,0.21966911764705888
simulation,26,,0.0001,66,39,50,97,69,110,123,81,39,123,84.0,79.375,635,-5.339285714285714,1.0,0.1954724409448818
simulation,27,,0.0001,37,50,30,98,90,62,78,111,30,111,81.0,69.5,556,-3.9285714285714284,0.9464285714285714,0.22661870503597115
simulation,28,,0.0001,116,43,30,57,147,67,131,105,30,147,117.0,87.0,696,-6.428571428571429,1.5892857142857142,0.2647270114942528
simulation,29,,0.0001,113,80,30,51,134,94,145,130,30,145,115.0,97.125,777,-7.875,1.5535714285714286,0.22345559845559837
simulation,30,,0.0001,65,41,30,55,96,112,84,127,30,127,97.0,76.25,610,-4.892857142857143,1.2321428571428572,0.24098360655737694
simulation,31,,0.0001,54,65,30,46,92,113,100,81,30,113,83.0,72.625,581,-4.375,0.9821428571428571,0.21105851979345958
simulation,32,,0.0001,37,63,30,109,53,82,92,123,30,123,93.0,73.625,589,-4.517857142857143,1.1607142857142858,0.24342105263157898
simulation,33,,0.0001,52,70,30,93,64,105,124,81,30,124,94.0,77.375,619,-5.053571428571429,1.1785714285714286,0.20617932148626816
simulation,34,,0.0001,52,66,30,45,86,69,117,102,30,117,87.0,70.875,567,-4.125,1.0535714285714286,0.22023809523809534
simulation,35,,0.0001,38,79,30,65,55,110,121,94,30,121,91.0,74.0,592,-4.571428571428571,1.125,0.23817567567567566
simulation,36,,0.0001,72,88,30,41,52,98,120,85,30,120,90.0,73.25,586,-4.464285714285714,1.1071428571428572,0.22098976109215007
simulation,37,,0.0001,46,57,30,39,92,70,112,86,30,112,82.0,66.5,532,-3.5,0.9642857142857143,0.22838345864661647
simulation,38,,0.0001,31,105,46,120,73,64,49,83,31,120,89.0,71.375,571,-4.196428571428571,1.0892857142857142,0.22526269702276713
simulation,39,,0.0001,46,94,30,43,59,73,84,115,30,115,85.0,68.0,544,-3.7142857142857144,1.0178571428571428,0.22472426470588225
simulation,40,,0.0001,106,52,30,98,110,75,116,132,30,132,102.0,89.875,719,-6.839285714285714,1.3214285714285714,0.1994089012517386
