run,noise,agent_1,agent_2,agent_3,agent_4,agent_5,agent_6,agent_7,agent_8
1,1.0,63,82,181,136,136,155,87,59
2,1.0,106,69,95,138,158,102,168,62
3,1.0,56,160,99,178,70,199,92,49
4,1.0,46,93,116,163,175,152,192,62
5,1.0,59,49,200,125,180,75,143,161
