run,noise,agent_1,agent_2,agent_3,agent_4,agent_5,agent_6,agent_7,agent_8,aggregate_welfare,ordinal_harm_blind,cardinal_harm,inequality,gini
1,0.0001,15,24,33,42,53,21,17,17,0.23255813953488372,12.0,1.2093023255813953,0.23255813953488372,0.06783939111525306
2,0.0001,15,24,35,42,51,22,17,17,0.20930232558139536,12.0,1.2093023255813953,0.18604651162790697,0.06167852172568411
3,0.0001,15,24,33,42,55,19,17,17,0.23255813953488372,12.0,1.255813953488372,0.27906976744186046,0.0768484001242622
4,0.0001,15,24,33,42,51,19,17,17,0.32558139534883723,12.0,1.1627906976744187,0.18604651162790697,0.06552515026890227
5,0.0001,15,24,33,42,51,21,17,17,0.27906976744186046,12.0,1.1627906976744187,0.18604651162790697,0.06214733542319739
