run,agent_1,agent_2,agent_3,agent_4,agent_5,agent_6,agent_7,agent_8,map,seed,temperature,time_max,n_agents,run_elapsed_seconds,aggregate_welfare,ordinal_harm_blind,cardinal_harm,inequality,gini
1,17,17,22,24,24,25,32,34,no_line_1_test,11235,0.0001,1000,8,1157.733761458,1.1777777777777778,0.0,0.0,-0.24444444444444444,-0.03922663358147238
2,18,18,20,24,26,26,29,29,no_line_1_test,11236,0.0001,1000,8,1231.318354209,1.288888888888889,0.0,0.022222222222222223,-0.37777777777777777,-0.0693548387096774
3,19,19,18,25,23,31,27,30,no_line_1_test,11237,0.0001,1000,8,1117.344681292,1.2444444444444445,5.0,0.044444444444444446,-0.3333333333333333,-0.05737567204301075
4,18,19,23,22,22,25,24,29,no_line_1_test,11238,0.0001,1000,8,1151.426325791,1.4666666666666666,3.0,0.022222222222222223,-0.37777777777777777,-0.09105813541297425
5,18,20,22,24,22,31,23,25,no_line_1_test,11239,0.0001,1000,8,1167.244838084,1.4,4.0,0.022222222222222223,-0.3333333333333333,-0.08624673060156929
6,21,19,20,23,23,30,26,32,no_line_1_test,11240,0.0001,1000,8,1133.120476917,1.2,3.0,0.08888888888888889,-0.3333333333333333,-0.06883937479215163
7,19,19,20,21,21,27,30,30,no_line_1_test,11241,0.0001,1000,8,1133.772051333,1.3555555555555556,0.0,0.044444444444444446,-0.37777777777777777,-0.0670821114369502
8,16,18,21,21,24,26,27,29,no_line_1_test,11242,0.0001,1000,8,1084.036700083,1.4666666666666666,0.0,0.0,-0.3333333333333333,-0.06358560794044665
9,18,17,22,25,23,28,26,31,no_line_1_test,11243,0.0001,1000,8,1111.589259125,1.288888888888889,3.0,0.022222222222222223,-0.3111111111111111,-0.06277589134125638
10,18,20,22,21,22,25,27,29,no_line_1_test,11244,0.0001,1000,8,1139.590379417,1.4222222222222223,1.0,0.022222222222222223,-0.37777777777777777,-0.08511570827489479
11,17,20,20,23,23,26,29,25,no_line_1_test,11245,0.0001,1000,8,1052.917615834,1.4444444444444444,2.0,0.0,-0.35555555555555557,-0.08124008461131682
12,19,20,20,21,24,26,25,26,no_line_1_test,11246,0.0001,1000,8,1079.958896416,1.488888888888889,1.0,0.044444444444444446,-0.4666666666666667,-0.10236588843343442
13,17,17,22,22,24,23,27,29,no_line_1_test,11247,0.0001,1000,8,1085.544565375,1.488888888888889,1.0,0.0,-0.35555555555555557,-0.07197914810194272
14,18,20,20,24,22,25,28,27,no_line_1_test,11248,0.0001,1000,8,1143.803167,1.4222222222222223,2.0,0.022222222222222223,-0.4,-0.08647440392706884
15,18,20,19,21,26,27,31,28,no_line_1_test,11249,0.0001,1000,8,1205.656835833,1.288888888888889,2.0,0.022222222222222223,-0.3333333333333333,-0.06277589134125638
