run,agent_1,agent_2,agent_3,agent_4,agent_5,agent_6,agent_7,agent_8,map,seed,temperature,time_max,n_agents,run_elapsed_seconds,aggregate_welfare,ordinal_harm_blind,cardinal_harm,inequality,gini
1,36,44,27,103,55,75,65,91,10esque_test,101235,0.0001,1000,8,1925.826510583,-1.3506493506493507,6.0,1.5324675324675325,0.2597402597402597,0.01504896313364057
2,26,51,33,57,81,82,91,103,10esque_test,101236,0.0001,1000,8,2082.197746625,-1.7142857142857142,1.0,1.7662337662337662,0.2727272727272727,0.011382224645583472
3,23,32,53,86,104,39,68,76,10esque_test,101237,0.0001,1000,8,1852.089225583,-1.155844155844156,7.0,1.4675324675324675,0.3246753246753247,0.03597416097416106
4,25,57,32,54,76,101,88,63,10esque_test,101238,0.0001,1000,8,1875.154433916,-1.3506493506493507,5.0,1.5974025974025974,0.2597402597402597,0.008496543778802046
5,27,40,31,49,71,62,88,104,10esque_test,101239,0.0001,1000,8,1790.35058425,-1.0389610389610389,2.0,1.1168831168831168,0.2727272727272727,0.03200665859564178
6,25,42,36,61,52,81,87,98,10esque_test,101240,0.0001,1000,8,1859.924993459,-1.1688311688311688,2.0,1.1948051948051948,0.22077922077922077,0.017042086544161394
7,32,39,72,45,50,83,59,101,10esque_test,101241,0.0001,1000,8,1687.235113334,-1.155844155844156,4.0,1.3246753246753247,0.16883116883116883,-0.00820463320463305
8,26,35,47,81,90,58,104,63,10esque_test,101242,0.0001,1000,8,2038.9670485,-1.4545454545454546,5.0,1.6753246753246753,0.2857142857142857,0.01587301587301604
9,25,102,65,34,97,62,56,80,10esque_test,101243,0.0001,1000,8,2019.004339125,-1.6753246753246753,10.0,1.9870129870129871,0.2727272727272727,0.008602961338086246
10,31,33,40,62,64,100,75,108,10esque_test,101244,0.0001,1000,8,1817.7630745,-1.5714285714285714,1.0,1.5714285714285714,0.2727272727272727,0.024749373433583965
11,38,28,32,54,83,72,61,99,10esque_test,101245,0.0001,1000,8,1620.179092417,-0.974025974025974,4.0,1.155844155844156,0.19480519480519481,0.01617467115325799
12,21,78,36,44,50,83,68,97,10esque_test,101246,0.0001,1000,8,1791.570489667,-1.103896103896104,5.0,1.1818181818181819,0.2597402597402597,0.01815663372267151
13,26,41,33,70,50,83,97,60,10esque_test,101247,0.0001,1000,8,1746.081528334,-0.8831168831168831,5.0,1.1948051948051948,0.19480519480519481,0.015062111801242395
14,24,33,48,58,103,80,88,72,10esque_test,101248,0.0001,1000,8,1961.535804167,-1.4805194805194806,3.0,1.5454545454545454,0.2987012987012987,0.017433653303218666
15,38,80,33,117,63,49,90,99,10esque_test,101249,0.0001,1000,8,2202.388990041,-2.2987012987012987,8.0,2.5064935064935066,0.36363636363636365,0.012647501883002787
