run,agent_1,agent_2,agent_3,agent_4,agent_5,agent_6,agent_7,agent_8,map,seed,temperature,time_max,n_agents,run_elapsed_seconds,aggregate_welfare,ordinal_harm_blind,cardinal_harm,inequality,gini
1,58,87,74,66,128,95,140,113,yes_line_10_test,71235,0.0001,1000,8,2543.391968875,-4.792207792207792,5.0,4.792207792207792,0.33766233766233766,-0.04854984043551713
2,28,45,34,72,98,57,92,115,yes_line_10_test,71236,0.0001,1000,8,1976.676703584,-1.9350649350649352,4.0,2.0259740259740258,0.4025974025974026,0.036407446527594534
3,44,35,54,71,101,86,125,105,yes_line_10_test,71237,0.0001,1000,8,2222.09834725,-2.9740259740259742,3.0,2.9740259740259742,0.44155844155844154,0.0053197607545434344
4,117,53,70,61,142,100,131,87,yes_line_10_test,71238,0.0001,1000,8,2687.2708325,-4.792207792207792,8.0,4.792207792207792,0.42857142857142855,-0.02916744884550404
5,39,30,48,91,115,65,75,100,yes_line_10_test,71239,0.0001,1000,8,2153.354256834,-2.220779220779221,6.0,2.220779220779221,0.37662337662337664,0.016398122303983964
6,23,39,73,58,47,96,108,84,yes_line_10_test,71240,0.0001,1000,8,1873.140284584,-1.7662337662337662,4.0,1.844155844155844,0.37662337662337664,0.023877164502164705
7,42,63,65,82,91,111,119,137,yes_line_10_test,71241,0.0001,1000,8,2434.148414792,-4.12987012987013,0.0,4.12987012987013,0.5064935064935064,-0.02203219315895355
8,37,51,71,104,128,83,141,112,yes_line_10_test,71242,0.0001,1000,8,2603.204080333,-4.35064935064935,4.0,4.35064935064935,0.6233766233766234,0.0018422086853999708
9,33,68,39,94,112,57,81,131,yes_line_10_test,71243,0.0001,1000,8,2284.48559475,-2.896103896103896,6.0,2.948051948051948,0.5454545454545454,0.024535423925667876
10,60,39,75,100,52,133,91,117,yes_line_10_test,71244,0.0001,1000,8,2495.88479025,-3.5714285714285716,7.0,3.5844155844155843,0.4935064935064935,-0.004578068108802569
11,41,35,55,98,127,80,69,117,yes_line_10_test,71245,0.0001,1000,8,2185.984827125,-2.987012987012987,6.0,2.987012987012987,0.4675324675324675,0.019637115296279317
12,64,44,38,130,82,55,98,104,yes_line_10_test,71246,0.0001,1000,8,2202.209841167,-2.896103896103896,7.0,2.9740259740259742,0.4675324675324675,0.007462253193960544
13,41,63,75,50,117,127,86,109,yes_line_10_test,71247,0.0001,1000,8,2094.03983175,-3.5844155844155843,6.0,3.5844155844155843,0.38961038961038963,-0.011067151411462639
14,43,80,72,162,92,143,109,120,yes_line_10_test,71248,0.0001,1000,8,2829.347889375,-5.571428571428571,6.0,5.571428571428571,0.8181818181818182,-0.012550026100574208
15,49,34,127,72,57,85,107,128,yes_line_10_test,71249,0.0001,1000,8,2324.867411291,-3.4675324675324677,5.0,3.4675324675324677,0.4935064935064935,0.015418382831129618
16,41,31,52,75,57,103,87,116,yes_line_10_test,71250,0.0001,1000,8,1781.965792125,-2.207792207792208,3.0,2.207792207792208,0.37662337662337664,0.014361972547026092
17,49,39,56,130,87,117,99,72,yes_line_10_test,71251,0.0001,1000,8,2369.589828459,-3.3376623376623376,6.0,3.4025974025974026,0.45454545454545453,0.0016233766233766378
18,55,45,103,29,115,133,68,86,yes_line_10_test,71252,0.0001,1000,8,2503.875761958,-3.142857142857143,9.0,3.3636363636363638,0.6233766233766234,0.030193780982424645
19,34,87,60,45,78,101,115,133,yes_line_10_test,71253,0.0001,1000,8,2325.836864834,-3.3896103896103895,3.0,3.3896103896103895,0.5584415584415584,0.010637716035878375
20,48,30,43,93,104,82,62,120,yes_line_10_test,71254,0.0001,1000,8,2004.398123125,-2.4675324675324677,6.0,2.5584415584415585,0.44155844155844154,0.01982081492390786
21,54,66,43,82,121,105,137,90,yes_line_10_test,71255,0.0001,1000,8,2433.054197542,-3.9740259740259742,5.0,3.9740259740259742,0.4935064935064935,-0.014070814572247237
22,42,55,87,116,134,78,100,57,yes_line_10_test,71256,0.0001,1000,8,2505.742978,-3.5974025974025974,8.0,3.857142857142857,0.4675324675324675,-0.011184070040572092
23,66,59,83,49,122,102,139,114,yes_line_10_test,71257,0.0001,1000,8,2500.403329917,-4.441558441558442,6.0,4.441558441558442,0.44155844155844154,-0.02559361619307121
24,60,49,37,123,132,84,94,103,yes_line_10_test,71258,0.0001,1000,8,2561.787698292,-3.7662337662337664,8.0,3.7662337662337664,0.5064935064935064,0.000890238793464615
25,68,35,49,97,74,111,120,131,yes_line_10_test,71259,0.0001,1000,8,2444.266991,-3.8051948051948052,3.0,3.8051948051948052,0.5194805194805194,0.0008602711157457144
26,31,63,128,57,74,98,91,116,yes_line_10_test,71260,0.0001,1000,8,2311.876159959,-3.4545454545454546,6.0,3.4545454545454546,0.5324675324675324,-0.006079027355623046
27,32,35,63,112,55,78,97,125,yes_line_10_test,71261,0.0001,1000,8,2431.780583083,-2.6623376623376624,4.0,2.6623376623376624,0.4805194805194805,0.032154821727686134
28,139,73,37,58,95,67,107,125,yes_line_10_test,71262,0.0001,1000,8,2468.448788333,-4.012987012987013,9.0,4.012987012987013,0.5974025974025974,-0.0019105359690236856
29,72,59,80,135,143,103,94,118,yes_line_10_test,71263,0.0001,1000,8,2776.8889455,-5.35064935064935,7.0,5.35064935064935,0.36363636363636365,-0.054770788912579915
30,42,61,114,52,72,127,88,142,yes_line_10_test,71264,0.0001,1000,8,2151.381684,-3.9740259740259742,5.0,3.9740259740259742,0.5714285714285714,0.00956815390912813
31,40,76,63,103,96,125,134,157,yes_line_10_test,71265,0.0001,1000,8,2434.860194208,-5.220779220779221,2.0,5.220779220779221,0.7922077922077922,-0.005217704210147334
32,42,67,56,107,123,83,92,138,yes_line_10_test,71266,0.0001,1000,8,2298.738055708,-4.103896103896104,5.0,4.103896103896104,0.5194805194805194,-0.013720742534301777
33,42,52,34,65,95,119,110,77,yes_line_10_test,71267,0.0001,1000,8,1898.619141958,-2.6233766233766236,5.0,2.6623376623376624,0.37662337662337664,0.012145262145262237
34,60,78,39,81,140,97,108,123,yes_line_10_test,71268,0.0001,1000,8,2034.9974775,-4.337662337662338,5.0,4.337662337662338,0.5844155844155844,-0.02007083825265643
35,23,33,84,108,123,42,70,102,yes_line_10_test,71269,0.0001,1000,8,1528.793011834,-2.5064935064935066,8.0,2.7532467532467533,0.5714285714285714,0.05686813186813189
