run,agent_1,agent_2,agent_3,agent_4,agent_5,agent_6,agent_7,agent_8,map,seed,temperature,time_max,n_agents,run_elapsed_seconds,aggregate_welfare,ordinal_harm_blind,cardinal_harm,inequality,gini
1,25,22,30,32,27,32,39,33,maybe_6,131235,0.0001,1000,8,901.41020325,1.0980392156862746,4.0,0.0392156862745098,-0.21568627450980393,-0.05022522522522532
2,20,25,28,33,29,28,33,36,maybe_6,131236,0.0001,1000,8,947.506167625,1.2549019607843137,2.0,0.0,-0.23529411764705882,-0.05137465051258161
3,29,25,34,30,31,36,40,35,maybe_6,131237,0.0001,1000,8,1062.887309167,0.7058823529411765,5.0,0.17647058823529413,-0.2549019607843137,-0.06593035343035347
4,22,27,30,40,27,30,37,37,maybe_6,131238,0.0001,1000,8,911.374058542,0.9019607843137255,5.0,0.09803921568627451,-0.19607843137254902,-0.038891891891891905
5,25,27,24,30,31,33,37,38,maybe_6,131239,0.0001,1000,8,1001.082952,1.0,2.0,0.0392156862745098,-0.27450980392156865,-0.051585769442912266
6,24,26,34,33,29,32,33,35,maybe_6,131240,0.0001,1000,8,934.050864709,0.9803921568627451,5.0,0.0784313725490196,-0.3333333333333333,-0.0758349813227861
7,26,29,27,30,27,34,37,38,maybe_6,131241,0.0001,1000,8,840.430118458,0.9411764705882353,3.0,0.09803921568627451,-0.3137254901960784,-0.06326285963382738
8,27,33,22,31,29,34,32,40,maybe_6,131242,0.0001,1000,8,1026.628302584,0.9411764705882353,6.0,0.19607843137254902,-0.19607843137254902,-0.05419027898866613
9,24,28,35,32,29,28,35,34,maybe_6,131243,0.0001,1000,8,943.439577875,1.0,6.0,0.11764705882352941,-0.3333333333333333,-0.07403474903474905
10,23,26,32,30,29,32,36,34,maybe_6,131244,0.0001,1000,8,767.198967875,1.0588235294117647,3.0,0.0196078431372549,-0.29411764705882354,-0.06854478445387535
11,30,26,28,39,33,37,29,38,maybe_6,131245,0.0001,1000,8,983.331652834,0.7058823529411765,7.0,0.21568627450980393,-0.29411764705882354,-0.06112266112266118
12,24,29,27,35,29,28,34,34,maybe_6,131246,0.0001,1000,8,906.491009292,1.0980392156862746,6.0,0.058823529411764705,-0.3333333333333333,-0.07418355855855863
13,25,29,39,30,28,32,35,36,maybe_6,131247,0.0001,1000,8,854.456160625,0.8235294117647058,6.0,0.23529411764705882,-0.27450980392156865,-0.06413598638008078
14,22,25,30,34,29,28,34,36,maybe_6,131248,0.0001,1000,8,898.717827542,1.1372549019607843,4.0,0.0,-0.27450980392156865,-0.05680785827844659
15,27,20,34,30,29,32,37,37,maybe_6,131249,0.0001,1000,8,928.185253666,0.9803921568627451,4.0,0.13725490196078433,-0.21568627450980393,-0.04737969676994069
16,26,29,26,32,27,30,32,37,maybe_6,131250,0.0001,1000,8,859.680083583,1.1176470588235294,4.0,0.09803921568627451,-0.3333333333333333,-0.07756134795883751
17,27,32,27,30,31,32,37,34,maybe_6,131251,0.0001,1000,8,948.16272175,0.9019607843137255,4.0,0.17647058823529413,-0.35294117647058826,-0.08589189189189184
18,25,26,36,30,27,33,33,36,maybe_6,131252,0.0001,1000,8,922.456248875,0.9803921568627451,4.0,0.13725490196078433,-0.3333333333333333,-0.06668863985937157
19,35,22,36,31,29,28,40,34,maybe_6,131253,0.0001,1000,8,831.803735291,0.803921568627451,10.0,0.3333333333333333,-0.19607843137254902,-0.05022522522522532
