run,agent_1,agent_2,agent_3,agent_4,agent_5,agent_6,agent_7,agent_8,map,seed,temperature,time_max,n_agents,run_elapsed_seconds,aggregate_welfare,ordinal_harm_blind,cardinal_harm,inequality,gini
1,17,21,21,23,25,24,29,31,no_line_3_test,31235,0.0001,1000,8,1009.695640958,0.9534883720930233,1.0,0.09302325581395349,-0.32558139534883723,-0.08221249322982493
2,14,19,21,22,22,25,27,31,no_line_3_test,31236,0.0001,1000,8,798.604075,1.186046511627907,0.0,0.0,-0.2558139534883721,-0.06294056010668703
3,15,19,22,24,22,26,39,33,no_line_3_test,31237,0.0001,1000,8,1018.800616458,0.7441860465116279,2.0,0.0,-0.09302325581395349,-0.0235344827586208
4,14,19,19,21,23,26,31,39,no_line_3_test,31238,0.0001,1000,8,935.17834025,0.9302325581395349,0.0,0.0,-0.06976744186046512,-0.013065732758620774
5,14,19,20,24,31,24,35,29,no_line_3_test,31239,0.0001,1000,8,790.421632417,0.8372093023255814,3.0,0.0,-0.16279069767441862,-0.03179978888106971
6,14,21,20,22,23,23,31,30,no_line_3_test,31240,0.0001,1000,8,794.849893125,1.1162790697674418,2.0,0.046511627906976744,-0.2558139534883721,-0.06146926536731634
7,15,24,22,21,23,27,29,33,no_line_3_test,31241,0.0001,1000,8,813.45780275,0.8837209302325582,3.0,0.11627906976744186,-0.23255813953488372,-0.06376644152150734
8,16,19,22,24,20,26,28,32,no_line_3_test,31242,0.0001,1000,8,816.278261958,1.0465116279069768,2.0,0.023255813953488372,-0.27906976744186046,-0.06271897473723032
9,15,20,20,24,25,25,32,35,no_line_3_test,31243,0.0001,1000,8,799.229814375,0.8372093023255814,0.0,0.023255813953488372,-0.18604651162790697,-0.04327938071780446
10,16,20,23,19,24,27,27,35,no_line_3_test,31244,0.0001,1000,8,805.443490625,0.9534883720930233,2.0,0.046511627906976744,-0.20930232558139536,-0.05341668171150027
11,14,19,22,22,21,27,27,36,no_line_3_test,31245,0.0001,1000,8,845.013416291,1.0232558139534884,2.0,0.0,-0.13953488372093023,-0.04007703595011014
12,14,21,22,26,22,34,29,34,no_line_3_test,31246,0.0001,1000,8,899.534107125,0.6976744186046512,2.0,0.046511627906976744,-0.18604651162790697,-0.03870775008535343
13,15,21,22,27,20,32,25,32,no_line_3_test,31247,0.0001,1000,8,752.6534955,0.8837209302325582,5.0,0.046511627906976744,-0.2558139534883721,-0.05216850337717749
14,14,19,19,24,22,25,30,30,no_line_3_test,31248,0.0001,1000,8,781.715880209,1.1395348837209303,1.0,0.0,-0.27906976744186046,-0.05330224232146241
15,15,23,23,22,20,34,27,30,no_line_3_test,31249,0.0001,1000,8,724.86205375,0.8837209302325582,6.0,0.09302325581395349,-0.20930232558139536,-0.05345716317099192
16,15,20,22,23,25,21,31,35,no_line_3_test,31250,0.0001,1000,8,702.561292541,0.9302325581395349,3.0,0.023255813953488372,-0.18604651162790697,-0.04561781609195403
17,16,21,20,26,23,29,29,33,no_line_3_test,31251,0.0001,1000,8,681.91299925,0.813953488372093,2.0,0.06976744186046512,-0.2558139534883721,-0.05984158935760564
18,15,20,20,23,26,22,32,33,no_line_3_test,31252,0.0001,1000,8,720.036032208,0.9534883720930233,2.0,0.023255813953488372,-0.23255813953488372,-0.04687217909369923
19,14,18,21,19,24,27,28,31,no_line_3_test,31253,0.0001,1000,8,661.545737084,1.1627906976744187,1.0,0.0,-0.2558139534883721,-0.04641909814323619
20,14,19,19,25,23,32,29,31,no_line_3_test,31254,0.0001,1000,8,677.242913834,0.9302325581395349,3.0,0.0,-0.23255813953488372,-0.039107399425287515
21,14,19,21,22,24,25,29,33,no_line_3_test,31255,0.0001,1000,8,654.99351225,1.0465116279069768,0.0,0.0,-0.20930232558139536,-0.04934999078001123
22,14,19,21,20,22,24,31,36,no_line_3_test,31256,0.0001,1000,8,700.834655917,1.0465116279069768,1.0,0.0,-0.13953488372093023,-0.029296514844182164
23,15,19,22,22,23,23,29,34,no_line_3_test,31257,0.0001,1000,8,861.812711875,1.0465116279069768,0.0,0.0,-0.20930232558139536,-0.056034482758620774
