run,agent_1,agent_2,agent_3,agent_4,agent_5,agent_6,agent_7,agent_8,map,seed,temperature,time_max,n_agents,run_elapsed_seconds,aggregate_welfare,ordinal_harm_blind,cardinal_harm,inequality,gini
1,9,14,44,15,24,32,17,24,no_line_D,231235,0.0001,1000,8,600.524606916,0.13513513513513514,6.0,0.8378378378378378,0.1891891891891892,0.02942069468059283
2,9,14,14,19,17,23,38,29,no_line_D,231236,0.0001,1000,8,648.083401584,0.5675675675675675,2.0,0.16216216216216217,0.02702702702702703,0.00716857828754347
3,9,14,14,17,28,24,19,36,no_line_D,231237,0.0001,1000,8,622.853556083,0.6216216216216216,2.0,0.10810810810810811,-0.02702702702702703,-0.0023291925465838137
4,9,14,14,25,21,22,29,28,no_line_D,231238,0.0001,1000,8,632.415419083,0.5945945945945946,3.0,0.13513513513513514,-0.21621621621621623,-0.03998926462694574
5,9,13,15,23,32,28,22,18,no_line_D,231239,0.0001,1000,8,637.0923315,0.6486486486486487,6.0,0.24324324324324326,-0.13513513513513514,-0.02201086956521725
6,9,14,14,17,24,18,29,26,no_line_D,231240,0.0001,1000,8,527.630689,0.8918918918918919,2.0,0.02702702702702703,-0.21621621621621623,-0.03703570400230349
7,9,15,15,22,22,18,23,38,no_line_D,231241,0.0001,1000,8,615.07643675,0.5945945945945946,2.0,0.10810810810810811,0.02702702702702703,-0.02147074610842714
8,9,13,15,29,27,18,27,33,no_line_D,231242,0.0001,1000,8,726.361373042,0.35135135135135137,3.0,0.2702702702702703,-0.10810810810810811,-0.0140795830155096
9,9,14,14,21,24,17,30,32,no_line_D,231243,0.0001,1000,8,592.802099583,0.6216216216216216,2.0,0.02702702702702703,-0.13513513513513514,-0.014751552795031042
10,9,14,14,21,25,22,28,38,no_line_D,231244,0.0001,1000,8,610.181313292,0.35135135135135137,1.0,0.05405405405405406,0.02702702702702703,-0.0038456648868547827
11,9,13,15,40,20,29,25,19,no_line_D,231245,0.0001,1000,8,566.573786834,0.3783783783783784,5.0,0.5135135135135135,0.08108108108108109,0.01291560102301803
