run,agent_1,agent_2,agent_3,agent_4,agent_5,agent_6,agent_7,agent_8,map,seed,temperature,time_max,n_agents,run_elapsed_seconds,aggregate_welfare,ordinal_harm_blind,cardinal_harm,inequality,gini
1,21,28,38,51,51,49,43,31,new_maybe_3,161235,0.0001,1000,8,762.862627625,-0.13559322033898305,7.0,0.7796610169491526,-0.2033898305084746,-0.05339068825910931
2,18,28,45,44,46,40,37,31,new_maybe_3,161236,0.0001,1000,8,748.326791625,0.2542372881355932,9.0,0.6101694915254238,-0.23728813559322035,-0.06753095975232193
3,19,38,40,26,44,39,42,30,new_maybe_3,161237,0.0001,1000,8,715.943256833,0.4406779661016949,8.0,0.5254237288135594,-0.288135593220339,-0.0786397198031048
4,23,36,46,51,29,63,43,30,new_maybe_3,161238,0.0001,1000,8,788.367267875,-0.288135593220339,10.0,1.152542372881356,-0.03389830508474576,-0.033950237743892275
5,17,23,31,53,41,42,30,32,new_maybe_3,161239,0.0001,1000,8,614.289384709,0.5932203389830508,7.0,0.3389830508474576,-0.1016949152542373,-0.030192232439835598
6,17,34,66,56,47,41,36,30,new_maybe_3,161240,0.0001,1000,8,862.279569666,-0.3898305084745763,10.0,1.271186440677966,0.11864406779661017,-0.009606872686302781
7,22,39,32,46,46,38,41,30,new_maybe_3,161241,0.0001,1000,8,754.352173667,0.1694915254237288,9.0,0.6779661016949152,-0.3050847457627119,-0.08988990332975288
8,17,27,48,55,40,41,37,30,new_maybe_3,161242,0.0001,1000,8,724.614481625,0.15254237288135594,8.0,0.7288135593220338,-0.06779661016949153,-0.03477921498661907
9,17,28,41,56,48,46,33,32,new_maybe_3,161243,0.0001,1000,8,760.457905375,0.05084745762711865,8.0,0.7627118644067796,-0.05084745762711865,-0.0315723902780205
10,21,31,43,37,41,50,34,32,new_maybe_3,161244,0.0001,1000,8,625.84722775,0.2542372881355932,8.0,0.5254237288135594,-0.22033898305084745,-0.08050673829903476
11,17,23,39,49,39,40,29,31,new_maybe_3,161245,0.0001,1000,8,619.763052625,0.6271186440677966,8.0,0.4067796610169492,-0.1694915254237288,-0.04478365858466371
12,18,27,34,42,38,46,39,30,new_maybe_3,161246,0.0001,1000,8,610.09067,0.5084745762711864,6.0,0.288135593220339,-0.23728813559322035,-0.06946311947752593
13,17,26,48,48,66,41,39,30,new_maybe_3,161247,0.0001,1000,8,764.939389625,-0.1864406779661017,9.0,1.0169491525423728,0.11864406779661017,-0.00525271512113612
14,17,27,49,36,43,40,38,30,new_maybe_3,161248,0.0001,1000,8,710.814192125,0.4067796610169492,7.0,0.4576271186440678,-0.1694915254237288,-0.05723684210526314
15,22,25,47,41,41,45,42,30,new_maybe_3,161249,0.0001,1000,8,693.554506875,0.1864406779661017,6.0,0.5254237288135594,-0.288135593220339,-0.07455766121789109
16,25,31,61,54,47,71,42,31,new_maybe_3,161250,0.0001,1000,8,807.895411542,-0.9830508474576272,8.0,1.6440677966101696,0.06779661016949153,-0.018700930503053215
17,19,40,28,38,56,45,50,31,new_maybe_3,161251,0.0001,1000,8,625.33735725,-0.05084745762711865,6.0,0.6271186440677966,-0.0847457627118644,-0.03907723298474197
18,19,31,35,40,43,42,39,31,new_maybe_3,161252,0.0001,1000,8,643.254860375,0.4067796610169492,7.0,0.3898305084745763,-0.3050847457627119,-0.09384398496240598
