run,agent_1,agent_2,agent_3,agent_4,agent_5,agent_6,agent_7,agent_8,map,seed,temperature,time_max,n_agents,run_elapsed_seconds,aggregate_welfare,ordinal_harm_blind,cardinal_harm,inequality,gini
1,16,21,26,30,27,37,30,40,new_maybe_2,151235,0.0001,1000,8,532.456801458,0.29545454545454547,2.0,0.13636363636363635,-0.09090909090909091,-0.030176211453744495
2,16,24,28,21,26,38,33,35,new_maybe_2,151236,0.0001,1000,8,484.890841958,0.4318181818181818,5.0,0.22727272727272727,-0.13636363636363635,-0.03190045248868789
3,17,21,28,23,32,36,38,33,new_maybe_2,151237,0.0001,1000,8,503.8873895,0.2727272727272727,3.0,0.13636363636363635,-0.1590909090909091,-0.034649122807017596
4,16,21,23,32,28,27,40,35,new_maybe_2,151238,0.0001,1000,8,480.890726291,0.4090909090909091,3.0,0.11363636363636363,-0.09090909090909091,-0.02522522522522519
5,16,21,22,37,29,38,33,31,new_maybe_2,151239,0.0001,1000,8,460.114307042,0.29545454545454547,5.0,0.2727272727272727,-0.13636363636363635,-0.026872246696035385
6,16,21,26,28,40,29,33,37,new_maybe_2,151240,0.0001,1000,8,467.29623725,0.22727272727272727,3.0,0.25,-0.09090909090909091,-0.02826086956521734
7,16,21,39,31,33,27,37,40,new_maybe_2,151241,0.0001,1000,8,537.287362583,-0.09090909090909091,4.0,0.45454545454545453,-0.09090909090909091,-0.0264344262295082
8,16,28,20,30,25,38,31,36,new_maybe_2,151242,0.0001,1000,8,443.458974333,0.36363636363636365,5.0,0.2727272727272727,-0.13636363636363635,-0.03325892857142865
9,18,23,26,22,34,27,34,41,new_maybe_2,151243,0.0001,1000,8,417.757421292,0.3409090909090909,3.0,0.20454545454545456,-0.11363636363636363,-0.03333333333333344
10,16,21,22,32,28,36,28,36,new_maybe_2,151244,0.0001,1000,8,404.790236875,0.4772727272727273,3.0,0.11363636363636363,-0.18181818181818182,-0.03515981735159812
11,16,27,23,31,29,35,29,37,new_maybe_2,151245,0.0001,1000,8,384.271501834,0.29545454545454547,4.0,0.22727272727272727,-0.1590909090909091,-0.05440528634361241
12,16,23,20,26,37,27,34,37,new_maybe_2,151246,0.0001,1000,8,392.758857875,0.45454545454545453,3.0,0.18181818181818182,-0.1590909090909091,-0.02386363636363642
13,16,23,32,33,22,32,24,44,new_maybe_2,151247,0.0001,1000,8,395.313134208,0.3181818181818182,6.0,0.36363636363636365,0.0,-0.016814159292035447
14,17,22,24,31,26,35,36,39,new_maybe_2,151248,0.0001,1000,8,418.7743785,0.22727272727272727,1.0,0.13636363636363635,-0.13636363636363635,-0.03260869565217406
