run,agent_1,agent_2,agent_3,agent_4,agent_5,agent_6,agent_7,agent_8,map,seed,temperature,time_max,n_agents,run_elapsed_seconds,aggregate_welfare,ordinal_harm_blind,cardinal_harm,inequality,gini
1,15,74,25,34,59,21,17,17,maybe_4,111235,0.0001,1000,8,1322.059989417,-0.6976744186046512,12.0,2.13953488372093,0.7209302325581395,0.14243879968412743
2,15,24,43,34,55,19,17,17,maybe_4,111236,0.0001,1000,8,950.274456875,0.18604651162790697,12.0,1.302325581395349,0.27906976744186046,0.07901016009852202
3,15,26,35,45,55,23,17,17,maybe_4,111237,0.0001,1000,8,973.03342425,-0.023255813953488372,12.0,1.4186046511627908,0.27906976744186046,0.07486680479502739
4,15,24,33,42,51,19,17,17,maybe_4,111238,0.0001,1000,8,971.578314166,0.32558139534883723,12.0,1.1627906976744187,0.18604651162790697,0.06552515026890227
5,15,24,54,34,45,19,17,17,maybe_4,111239,0.0001,1000,8,889.18220575,0.16279069767441862,12.0,1.3255813953488371,0.2558139534883721,0.07952107279693488
6,15,24,33,54,43,27,17,17,maybe_4,111240,0.0001,1000,8,842.853755833,0.046511627906976744,11.0,1.255813953488372,0.2558139534883721,0.0657046476761618
7,15,24,33,42,31,19,17,17,maybe_4,111241,0.0001,1000,8,658.214382667,0.7906976744186046,12.0,0.6976744186046512,-0.023255813953488372,0.018460466736328618
8,15,24,58,34,45,20,17,17,maybe_4,111242,0.0001,1000,8,756.394980833,0.046511627906976744,12.0,1.4186046511627908,0.3488372093023256,0.08853073463268357
9,15,24,33,56,45,19,17,17,maybe_4,111243,0.0001,1000,8,637.953037875,0.13953488372093023,12.0,1.3488372093023255,0.3023255813953488,0.08445224290509601
10,15,24,33,42,53,19,17,17,maybe_4,111244,0.0001,1000,8,620.595817917,0.27906976744186046,12.0,1.2093023255813953,0.23255813953488372,0.07123824451410643
11,15,24,35,42,53,19,17,17,maybe_4,111245,0.0001,1000,8,515.670252791,0.23255813953488372,12.0,1.255813953488372,0.23255813953488372,0.07234389561975751
12,15,24,33,44,29,20,17,17,maybe_4,111246,0.0001,1000,8,581.503255958,0.7674418604651163,12.0,0.7441860465116279,0.023255813953488372,0.02185496447756008
13,15,24,37,42,51,19,17,17,maybe_4,111247,0.0001,1000,8,692.983987833,0.23255813953488372,12.0,1.255813953488372,0.18604651162790697,0.06783939111525306
14,15,25,33,53,43,21,17,17,maybe_4,111248,0.0001,1000,8,643.15708675,0.18604651162790697,12.0,1.255813953488372,0.23255813953488372,0.06896551724137923
15,15,36,25,42,61,22,17,17,maybe_4,111249,0.0001,1000,8,746.60891975,-0.06976744186046512,12.0,1.4883720930232558,0.4186046511627907,0.088646368305209
16,15,24,33,46,55,20,17,17,maybe_4,111250,0.0001,1000,8,662.162371375,0.11627906976744186,12.0,1.3488372093023255,0.27906976744186046,0.08163071547926459
17,15,24,33,66,43,19,17,17,maybe_4,111251,0.0001,1000,8,466.57107225,-0.046511627906976744,12.0,1.5348837209302326,0.5348837209302325,0.10742705570291777
