source,run,condition,noise,agent_1,agent_2,agent_3,agent_4,agent_5,agent_6,agent_7,agent_8,first,last,gap,average,total,aggregate_welfare,gap_normalized,gini
simulation,1,,0.0001,33,47,60,78,91,103,120,133,33,133,100.0,83.125,665,-3.5454545454545454,0.5714285714285714,0.22687969924812035
simulation,2,,0.0001,46,32,42,57,111,126,90,87,32,126,94.0,73.875,591,-2.5844155844155843,0.4935064935064935,0.24640439932318103
simulation,3,,0.0001,37,47,59,66,109,127,94,82,37,127,90.0,77.625,621,-2.9740259740259742,0.44155844155844154,0.21356682769726243
simulation,4,,0.0001,32,41,112,72,54,95,92,127,32,127,95.0,78.125,625,-3.0259740259740258,0.5064935064935064,0.23259999999999992
simulation,5,,0.0001,101,122,143,95,159,82,129,174,82,174,92.0,125.625,1005,-7.961038961038961,0.4675324675324675,0.13644278606965177
simulation,6,,0.0001,27,39,51,118,132,80,63,91,27,132,105.0,75.125,601,-2.7142857142857144,0.6363636363636364,0.2635191347753745
simulation,7,,0.0001,49,83,38,89,108,75,160,146,38,160,122.0,93.5,748,-4.623376623376624,0.8571428571428571,0.2413101604278074
simulation,8,,0.0001,32,47,58,70,86,137,115,102,32,137,105.0,80.875,647,-3.311688311688312,0.6363636363636364,0.23628284389489962
simulation,9,,0.0001,29,59,68,109,113,144,48,93,29,144,115.0,82.875,663,-3.5194805194805197,0.7662337662337663,0.24604072398190047
simulation,10,,0.0001,46,32,100,63,119,136,85,71,32,136,104.0,81.5,652,-3.3766233766233764,0.6233766233766234,0.23351226993865026
simulation,11,,0.0001,80,41,73,64,93,123,109,139,41,139,98.0,90.25,722,-4.285714285714286,0.5454545454545454,0.19078947368421062
simulation,12,,0.0001,38,30,64,49,108,95,153,79,30,153,123.0,77.0,616,-2.909090909090909,0.8701298701298701,0.2767857142857142
simulation,13,,0.0001,25,38,57,82,115,69,103,137,25,137,112.0,78.25,626,-3.038961038961039,0.7272727272727273,0.2635782747603834
simulation,14,,0.0001,26,36,71,50,81,94,120,107,26,120,94.0,73.125,585,-2.5064935064935066,0.4935064935064935,0.2467948717948718
simulation,15,,0.0001,31,28,45,90,74,101,118,57,28,118,90.0,68.0,544,-1.974025974025974,0.44155844155844154,0.26011029411764697
simulation,16,,0.0001,116,50,87,129,76,58,143,103,50,143,93.0,95.25,762,-4.805194805194805,0.4805194805194805,0.18733595800524938
simulation,17,,0.0001,77,37,69,53,87,116,132,106,37,132,95.0,84.625,677,-3.7012987012987013,0.5064935064935064,0.20328655834564247
simulation,18,,0.0001,52,88,64,42,116,85,133,107,42,133,91.0,85.875,687,-3.831168831168831,0.45454545454545453,0.19814410480349354
simulation,19,,0.0001,30,46,129,25,69,59,114,92,25,129,104.0,70.5,564,-2.2337662337662336,0.6233766233766234,0.2872340425531914
simulation,20,,0.0001,37,53,62,86,101,145,130,114,37,145,108.0,91.0,728,-4.363636363636363,0.6753246753246753,0.22527472527472536
simulation,21,,0.0001,63,55,79,124,139,157,109,92,55,157,102.0,102.25,818,-5.532467532467533,0.5974025974025974,0.19040342298288504
