source,run,condition,noise,agent_1,agent_2,agent_3,agent_4,agent_5,agent_6,agent_7,agent_8,first,last,gap,average,total,aggregate_welfare,gap_normalized,gini
simulation,1,,0.0001,28,40,47,81,70,56,103,91,28,103,75.0,64.5,516,-1.6103896103896105,0.24675324675324675,0.21705426356589141
simulation,2,,0.0001,26,50,57,68,42,78,86,106,26,106,80.0,64.125,513,-1.5714285714285714,0.3116883116883117,0.21320662768031196
simulation,3,,0.0001,29,114,33,57,96,67,72,84,29,114,85.0,69.0,552,-2.0779220779220777,0.37662337662337664,0.22554347826086962
simulation,4,,0.0001,25,98,39,54,63,45,79,84,25,98,73.0,60.875,487,-1.2337662337662338,0.22077922077922077,0.2174024640657084
simulation,5,,0.0001,27,55,35,43,65,86,79,100,27,100,73.0,61.25,490,-1.2727272727272727,0.22077922077922077,0.22551020408163258
simulation,6,,0.0001,29,99,42,69,76,48,87,109,29,109,80.0,69.875,559,-2.168831168831169,0.3116883116883117,0.21668157423971368
simulation,7,,0.0001,40,32,45,104,76,53,60,90,32,104,72.0,62.5,500,-1.4025974025974026,0.2077922077922078,0.21350000000000002
simulation,8,,0.0001,27,38,44,55,66,81,91,104,27,104,77.0,63.25,506,-1.4805194805194806,0.2727272727272727,0.2287549407114624
simulation,9,,0.0001,35,49,44,62,77,88,115,104,35,115,80.0,71.75,574,-2.3636363636363638,0.3116883116883117,0.21602787456445993
simulation,10,,0.0001,29,34,45,90,78,57,103,68,29,103,74.0,63.0,504,-1.4545454545454546,0.23376623376623376,0.2251984126984128
simulation,11,,0.0001,40,43,35,66,62,105,91,73,35,105,70.0,64.375,515,-1.5974025974025974,0.18181818181818182,0.20364077669902914
simulation,12,,0.0001,28,46,59,34,90,67,101,81,28,101,73.0,63.25,506,-1.4805194805194806,0.22077922077922077,0.22332015810276684
simulation,13,,0.0001,25,80,48,39,90,58,69,99,25,99,74.0,63.5,508,-1.5064935064935066,0.23376623376623376,0.2165354330708662
simulation,14,,0.0001,32,63,54,42,75,102,88,112,32,112,80.0,71.0,568,-2.2857142857142856,0.3116883116883117,0.21434859154929575
simulation,15,,0.0001,43,51,98,62,51,110,75,89,43,110,67.0,72.375,579,-2.4285714285714284,0.14285714285714285,0.17940414507772018
simulation,16,,0.0001,38,32,42,75,59,101,64,89,32,101,69.0,62.5,500,-1.4025974025974026,0.16883116883116883,0.2104999999999999
simulation,17,,0.0001,27,32,40,78,61,53,98,106,27,106,79.0,61.875,495,-1.3376623376623376,0.2987012987012987,0.2537878787878789
simulation,18,,0.0001,25,47,42,59,109,75,86,95,25,109,84.0,67.25,538,-1.896103896103896,0.36363636363636365,0.2290892193308549
simulation,19,,0.0001,24,40,65,43,57,103,79,90,24,103,79.0,62.625,501,-1.4155844155844155,0.2987012987012987,0.2292914171656686
simulation,20,,0.0001,30,52,90,106,33,62,74,48,30,106,76.0,61.875,495,-1.3376623376623376,0.2597402597402597,0.2285353535353536
simulation,21,,0.0001,24,42,32,96,109,55,67,88,24,109,85.0,64.125,513,-1.5714285714285714,0.37662337662337664,0.25950292397660824
simulation,22,,0.0001,40,34,68,52,96,86,45,108,34,108,74.0,66.125,529,-1.7792207792207793,0.23376623376623376,0.2214083175803403
simulation,23,,0.0001,31,68,108,39,47,75,81,87,31,108,77.0,67.0,536,-1.87012987012987,0.2727272727272727,0.20708955223880587
simulation,24,,0.0001,30,32,78,38,58,95,67,81,30,95,65.0,59.875,479,-1.12987012987013,0.11688311688311688,0.21633611691022958
simulation,25,,0.0001,30,34,57,50,67,107,81,97,30,107,77.0,65.375,523,-1.7012987012987013,0.2727272727272727,0.22872848948374758
simulation,26,,0.0001,28,44,63,31,102,78,69,89,28,102,74.0,63.0,504,-1.4545454545454546,0.23376623376623376,0.22718253968253976
simulation,27,,0.0001,28,63,41,46,89,68,104,77,28,104,76.0,64.5,516,-1.6103896103896105,0.2597402597402597,0.2107558139534884
simulation,28,,0.0001,32,36,45,105,53,79,67,93,32,105,73.0,63.75,510,-1.5324675324675325,0.22077922077922077,0.22352941176470598
simulation,29,,0.0001,27,32,42,91,106,56,75,82,27,106,79.0,63.875,511,-1.5454545454545454,0.2987012987012987,0.24143835616438358
simulation,30,,0.0001,35,44,46,80,60,86,105,93,35,105,70.0,68.625,549,-2.038961038961039,0.18181818181818182,0.19922586520947183
simulation,31,,0.0001,44,28,37,83,52,106,62,88,28,106,78.0,62.5,500,-1.4025974025974026,0.2857142857142857,0.23199999999999998
simulation,32,,0.0001,34,27,42,61,70,99,53,85,27,99,72.0,58.875,471,-1.025974025974026,0.2077922077922078,0.2258492569002124
simulation,33,,0.0001,25,42,36,65,51,85,86,102,25,102,77.0,61.5,492,-1.2987012987012987,0.2727272727272727,0.2367886178861789
