source,run,condition,noise,agent_1,agent_2,agent_3,agent_4,agent_5,agent_6,agent_7,agent_8,first,last,gap,average,total,aggregate_welfare,gap_normalized,gini
simulation,1,,0.0001,26,26,27,30,33,30,36,38,26,38,12.0,30.75,246,0.9803921568627451,-0.3137254901960784,0.0772357723577235
simulation,2,,0.0001,27,27,32,32,29,40,33,32,27,40,13.0,31.5,252,0.8627450980392157,-0.29411764705882354,0.06448412698412698
simulation,3,,0.0001,25,21,29,33,27,31,33,36,21,36,15.0,29.375,235,1.196078431372549,-0.2549019607843137,0.0877659574468086
simulation,4,,0.0001,25,25,34,33,34,32,29,37,25,37,12.0,31.125,249,0.9215686274509803,-0.3137254901960784,0.07279116465863456
simulation,5,,0.0001,22,29,33,30,27,30,33,37,22,37,15.0,30.125,241,1.0784313725490196,-0.2549019607843137,0.07624481327800825
simulation,6,,0.0001,24,28,29,30,31,35,33,36,24,36,12.0,30.75,246,0.9803921568627451,-0.3137254901960784,0.06707317073170738
simulation,7,,0.0001,24,26,24,40,34,30,32,35,24,40,16.0,30.625,245,1.0,-0.23529411764705882,0.09846938775510194
simulation,8,,0.0001,36,27,27,32,33,30,29,37,27,37,10.0,31.375,251,0.8823529411764706,-0.35294117647058826,0.06424302788844627
simulation,9,,0.0001,27,23,29,32,31,36,32,38,23,38,15.0,31.0,248,0.9411764705882353,-0.2549019607843137,0.08064516129032251
simulation,10,,0.0001,29,26,33,30,31,33,33,40,26,40,14.0,31.875,255,0.803921568627451,-0.27450980392156865,0.06323529411764706
simulation,11,,0.0001,20,30,28,37,31,34,39,38,20,39,19.0,32.125,257,0.7647058823529411,-0.17647058823529413,0.10068093385214016
simulation,12,,0.0001,23,24,35,30,29,32,38,35,23,38,15.0,30.75,246,0.9803921568627451,-0.2549019607843137,0.09146341463414642
simulation,13,,0.0001,23,22,31,38,31,34,34,42,22,42,20.0,31.875,255,0.803921568627451,-0.1568627450980392,0.11127450980392162
simulation,14,,0.0001,24,32,35,30,29,30,34,36,24,36,12.0,31.25,250,0.9019607843137255,-0.3137254901960784,0.06400000000000006
simulation,15,,0.0001,24,26,33,36,29,30,36,34,24,36,12.0,31.0,248,0.9411764705882353,-0.3137254901960784,0.0766129032258065
simulation,16,,0.0001,22,26,30,32,33,29,41,36,22,41,19.0,31.125,249,0.9215686274509803,-0.17647058823529413,0.09889558232931717
simulation,17,,0.0001,26,27,36,30,27,31,33,45,26,45,19.0,31.875,255,0.803921568627451,-0.17647058823529413,0.0965686274509805
simulation,18,,0.0001,20,29,28,38,31,32,34,34,20,38,18.0,30.75,246,0.9803921568627451,-0.19607843137254902,0.08739837398373984
simulation,19,,0.0001,24,26,32,35,29,30,32,38,24,38,14.0,30.75,246,0.9803921568627451,-0.27450980392156865,0.07825203252032531
simulation,20,,0.0001,23,27,35,30,29,42,35,36,23,42,19.0,32.125,257,0.7647058823529411,-0.17647058823529413,0.09776264591439698
simulation,21,,0.0001,27,38,27,30,29,30,43,40,27,43,16.0,33.0,264,0.6274509803921569,-0.23529411764705882,0.09659090909090917
simulation,22,,0.0001,22,27,30,32,29,36,31,36,22,36,14.0,30.375,243,1.0392156862745099,-0.27450980392156865,0.07870370370370372
simulation,23,,0.0001,25,26,23,32,27,35,31,41,23,41,18.0,30.0,240,1.0980392156862746,-0.19607843137254902,0.10312499999999991
simulation,24,,0.0001,29,24,35,31,32,32,33,39,24,39,15.0,31.875,255,0.803921568627451,-0.2549019607843137,0.0691176470588235
simulation,25,,0.0001,22,27,29,32,31,36,29,37,22,37,15.0,30.375,243,1.0392156862745099,-0.2549019607843137,0.08281893004115237
simulation,26,,0.0001,23,27,36,30,31,30,34,41,23,41,18.0,31.5,252,0.8627450980392157,-0.19607843137254902,0.09126984126984117
simulation,27,,0.0001,25,28,22,37,32,32,39,34,22,39,17.0,31.125,249,0.9215686274509803,-0.21568627450980393,0.09889558232931717
simulation,28,,0.0001,27,25,33,38,29,34,34,35,25,38,13.0,31.875,255,0.803921568627451,-0.29411764705882354,0.07205882352941173
simulation,29,,0.0001,22,26,30,33,31,32,38,36,22,38,16.0,31.0,248,0.9411764705882353,-0.23529411764705882,0.08669354838709675
simulation,30,,0.0001,32,25,33,30,29,32,33,40,25,40,15.0,31.75,254,0.8235294117647058,-0.2549019607843137,0.06594488188976388
simulation,31,,0.0001,27,22,30,32,29,34,34,39,22,39,17.0,30.875,247,0.9607843137254902,-0.21568627450980393,0.08653846153846145
