source,run,condition,noise,agent_1,agent_2,agent_3,agent_4,agent_5,agent_6,agent_7,agent_8,first,last,gap,average,total,aggregate_welfare,gap_normalized,gini
simulation,1,,0.0001,31,41,44,105,66,108,72,86,31,108,77.0,69.125,553,-3.8275862068965516,0.7931034482758621,0.22400542495479203
simulation,2,,0.0001,47,40,51,84,69,105,92,120,40,120,80.0,76.0,608,-4.775862068965517,0.8448275862068966,0.203125
simulation,3,,0.0001,32,34,64,57,92,74,99,119,32,119,87.0,71.375,571,-4.137931034482759,0.9655172413793104,0.22964098073555173
simulation,4,,0.0001,44,40,60,108,69,82,122,92,40,122,82.0,77.125,617,-4.931034482758621,0.8793103448275862,0.20320097244732582
simulation,5,,0.0001,26,35,48,98,52,75,84,105,26,105,79.0,65.375,523,-3.310344827586207,0.8275862068965517,0.23876673040152974
simulation,6,,0.0001,41,51,97,120,89,81,102,134,41,134,93.0,89.375,715,-6.620689655172414,1.0689655172413792,0.18653846153846154
simulation,7,,0.0001,27,41,47,74,84,79,100,112,27,112,85.0,70.5,564,-4.017241379310345,0.9310344827586207,0.22296099290780136
simulation,8,,0.0001,27,41,59,27,68,97,113,81,27,113,86.0,64.125,513,-3.1379310344827585,0.9482758620689655,0.26340155945419097
simulation,9,,0.0001,26,37,80,68,122,62,126,116,26,126,100.0,79.625,637,-5.275862068965517,1.1896551724137931,0.2549058084772371
simulation,10,,0.0001,26,42,65,36,71,76,103,115,26,115,89.0,66.75,534,-3.5,1.0,0.24953183520599254
simulation,11,,0.0001,29,52,67,73,35,92,96,111,29,111,82.0,69.375,555,-3.8620689655172415,0.8793103448275862,0.22635135135135132
simulation,12,,0.0001,29,37,47,65,120,95,81,79,29,120,91.0,69.125,553,-3.8275862068965516,1.0344827586206897,0.235759493670886
simulation,13,,0.0001,38,30,60,53,120,73,87,102,30,120,90.0,70.375,563,-4.0,1.0172413793103448,0.23645648312611023
simulation,14,,0.0001,33,66,38,45,72,98,104,84,33,104,71.0,67.5,540,-3.603448275862069,0.6896551724137931,0.21296296296296302
simulation,15,,0.0001,30,35,47,66,81,86,103,110,30,110,80.0,69.75,558,-3.913793103448276,0.8448275862068966,0.23118279569892475
simulation,16,,0.0001,44,38,82,88,62,75,112,119,38,119,81.0,77.5,620,-4.982758620689655,0.8620689655172413,0.19999999999999996
simulation,17,,0.0001,47,36,116,42,87,79,66,109,36,116,80.0,72.75,582,-4.327586206896552,0.8448275862068966,0.22079037800687296
simulation,18,,0.0001,33,94,42,71,51,114,76,98,33,114,81.0,72.375,579,-4.275862068965517,0.8620689655172413,0.21178756476683946
simulation,19,,0.0001,32,45,50,66,79,116,118,97,32,118,86.0,75.375,603,-4.689655172413793,0.9482758620689655,0.2303067993366501
simulation,20,,0.0001,41,37,44,76,87,106,60,113,37,113,76.0,70.5,564,-4.017241379310345,0.7758620689655172,0.22207446808510634
simulation,21,,0.0001,30,39,99,60,114,53,79,83,30,114,84.0,69.625,557,-3.896551724137931,0.9137931034482759,0.22374326750448836
simulation,22,,0.0001,36,81,45,61,98,112,56,87,36,112,76.0,72.0,576,-4.224137931034483,0.7758620689655172,0.19748263888888884
simulation,23,,0.0001,46,36,42,73,102,122,78,104,36,122,86.0,75.375,603,-4.689655172413793,0.9482758620689655,0.22491708126036491
simulation,24,,0.0001,41,29,48,71,58,85,101,107,29,107,78.0,67.5,540,-3.603448275862069,0.8103448275862069,0.22453703703703698
simulation,25,,0.0001,39,46,88,65,133,102,78,137,39,137,98.0,86.0,688,-6.155172413793103,1.1551724137931034,0.22565406976744184
simulation,26,,0.0001,32,44,56,95,113,67,125,99,32,125,93.0,78.875,631,-5.172413793103448,1.0689655172413792,0.2284072900158478
simulation,27,,0.0001,26,40,54,48,76,79,98,107,26,107,81.0,66.0,528,-3.396551724137931,0.8620689655172413,0.23011363636363646
simulation,28,,0.0001,31,51,36,134,57,94,99,127,31,134,103.0,78.625,629,-5.137931034482759,1.2413793103448276,0.2696740858505564
simulation,29,,0.0001,51,43,54,102,103,140,109,130,43,140,97.0,91.5,732,-6.913793103448276,1.1379310344827587,0.21174863387978138
simulation,30,,0.0001,48,41,52,115,80,109,77,90,41,115,74.0,76.5,612,-4.844827586206897,0.7413793103448276,0.19199346405228757
simulation,31,,0.0001,32,38,104,50,84,59,90,91,32,104,72.0,68.5,548,-3.7413793103448274,0.7068965517241379,0.20848540145985406
simulation,32,,0.0001,29,37,66,102,108,74,58,82,29,108,79.0,69.5,556,-3.8793103448275863,0.8275862068965517,0.21537769784172656
simulation,33,,0.0001,31,36,54,93,102,74,62,115,31,115,84.0,70.875,567,-4.068965517241379,0.9137931034482759,0.23082010582010581
simulation,34,,0.0001,39,35,49,91,70,110,124,88,35,124,89.0,75.75,606,-4.741379310344827,1.0,0.23143564356435653
simulation,35,,0.0001,31,32,63,80,67,46,92,112,31,112,81.0,65.375,523,-3.310344827586207,0.8620689655172413,0.23255258126195022
simulation,36,,0.0001,36,39,55,59,131,104,111,97,36,131,95.0,79.0,632,-5.189655172413793,1.103448275862069,0.23931962025316467
simulation,37,,0.0001,30,36,67,125,95,47,74,109,30,125,95.0,72.875,583,-4.344827586206897,1.103448275862069,0.25321612349914235
simulation,38,,0.0001,27,52,61,110,95,67,88,128,27,128,101.0,78.5,628,-5.120689655172414,1.206896551724138,0.22292993630573243
simulation,39,,0.0001,32,71,38,64,53,100,97,108,32,108,76.0,70.375,563,-4.0,0.7758620689655172,0.21780639431616344
simulation,40,,0.0001,29,38,42,85,60,113,69,129,29,129,100.0,70.625,565,-4.0344827586206895,1.1896551724137931,0.26836283185840704
simulation,41,,0.0001,31,51,35,59,113,82,129,88,31,129,98.0,73.5,588,-4.431034482758621,1.1551724137931034,0.2572278911564625
simulation,42,,0.0001,27,32,72,48,83,54,89,110,27,110,83.0,64.375,515,-3.1724137931034484,0.896551724137931,0.2400485436893205
simulation,43,,0.0001,30,40,86,73,96,42,84,117,30,117,87.0,71.0,568,-4.086206896551724,0.9655172413793104,0.227112676056338
simulation,44,,0.0001,29,57,37,70,111,79,42,100,29,111,82.0,65.625,525,-3.3448275862068964,0.8793103448275862,0.24119047619047618
