source,run,condition,noise,agent_1,agent_2,agent_3,agent_4,agent_5,agent_6,agent_7,agent_8,first,last,gap,average,total,aggregate_welfare,gap_normalized,gini
simulation,1,,0.0001,19,28,39,50,38,56,42,30,19,56,37.0,37.75,302,0.03389830508474576,-0.0847457627118644,0.16804635761589415
simulation,2,,0.0001,17,29,39,52,40,44,39,32,17,52,35.0,36.5,292,0.2033898305084746,-0.11864406779661017,0.14726027397260277
simulation,3,,0.0001,17,24,37,58,40,45,32,30,17,58,41.0,35.375,283,0.3559322033898305,-0.01694915254237288,0.18860424028268552
simulation,4,,0.0001,19,32,61,45,51,42,36,30,19,61,42.0,39.5,316,-0.2033898305084746,0.0,0.1756329113924051
simulation,5,,0.0001,24,41,43,43,49,62,47,30,24,62,38.0,42.375,339,-0.5932203389830508,-0.06779661016949153,0.13974926253687325
simulation,6,,0.0001,22,28,36,44,51,45,42,33,22,51,29.0,37.625,301,0.05084745762711865,-0.22033898305084745,0.13579734219269102
simulation,7,,0.0001,21,30,49,62,44,36,46,31,21,62,41.0,39.875,319,-0.2542372881355932,-0.01694915254237288,0.17045454545454541
simulation,8,,0.0001,19,23,30,51,43,37,39,30,19,51,32.0,34.0,272,0.5423728813559322,-0.1694915254237288,0.16452205882352944
simulation,9,,0.0001,21,27,36,48,37,49,49,30,21,49,28.0,37.125,297,0.11864406779661017,-0.23728813559322035,0.15193602693602704
simulation,10,,0.0001,19,28,35,39,50,42,44,32,19,50,31.0,36.125,289,0.2542372881355932,-0.1864406779661017,0.14316608996539792
simulation,11,,0.0001,22,28,49,45,45,39,35,31,22,49,27.0,36.75,294,0.1694915254237288,-0.2542372881355932,0.1360544217687074
simulation,12,,0.0001,21,25,33,39,45,43,42,31,21,45,24.0,34.875,279,0.423728813559322,-0.3050847457627119,0.13306451612903225
simulation,13,,0.0001,21,24,37,52,42,36,43,31,21,52,31.0,35.75,286,0.3050847457627119,-0.1864406779661017,0.15122377622377625
simulation,14,,0.0001,17,27,33,50,39,40,41,32,17,50,33.0,34.875,279,0.423728813559322,-0.15254237288135594,0.14829749103942658
simulation,15,,0.0001,21,29,39,50,38,44,34,30,21,50,29.0,35.625,285,0.3220338983050847,-0.22033898305084745,0.13552631578947372
simulation,16,,0.0001,21,30,54,36,47,41,70,30,21,70,49.0,41.125,329,-0.423728813559322,0.11864406779661017,0.1971884498480243
simulation,17,,0.0001,23,33,58,38,39,49,57,30,23,58,35.0,40.875,327,-0.3898305084745763,-0.11864406779661017,0.16399082568807333
simulation,18,,0.0001,24,30,46,45,51,40,35,32,24,51,27.0,37.875,303,0.01694915254237288,-0.2542372881355932,0.1291254125412542
simulation,19,,0.0001,19,28,37,57,41,47,35,32,19,57,38.0,37.0,296,0.13559322033898305,-0.06779661016949153,0.16469594594594605
simulation,20,,0.0001,24,29,41,53,48,38,35,32,24,53,29.0,37.5,300,0.06779661016949153,-0.22033898305084745,0.13666666666666671
simulation,21,,0.0001,19,30,39,60,45,42,37,30,19,60,41.0,37.75,302,0.03389830508474576,-0.01694915254237288,0.16556291390728473
simulation,22,,0.0001,21,26,49,54,41,42,32,32,21,54,33.0,37.125,297,0.11864406779661017,-0.15254237288135594,0.16203703703703698
simulation,23,,0.0001,22,29,38,41,41,41,31,33,22,41,19.0,34.5,276,0.4745762711864407,-0.3898305084745763,0.1032608695652173
simulation,24,,0.0001,19,27,35,50,42,45,38,30,19,50,31.0,35.75,286,0.3050847457627119,-0.1864406779661017,0.15122377622377625
simulation,25,,0.0001,19,27,35,58,46,39,40,31,19,58,39.0,36.875,295,0.15254237288135594,-0.05084745762711865,0.16906779661016946
simulation,26,,0.0001,17,29,39,54,44,38,42,31,17,54,37.0,36.75,294,0.1694915254237288,-0.0847457627118644,0.15646258503401356
simulation,27,,0.0001,21,23,50,37,39,53,40,31,21,53,32.0,36.75,294,0.1694915254237288,-0.1694915254237288,0.16496598639455784
simulation,28,,0.0001,21,31,33,50,41,52,41,30,21,52,31.0,37.375,299,0.0847457627118644,-0.1864406779661017,0.14841137123745818
simulation,29,,0.0001,19,29,48,38,45,41,35,32,19,48,29.0,35.875,287,0.288135593220339,-0.22033898305084745,0.13632404181184676
simulation,30,,0.0001,19,27,34,48,56,41,70,30,19,70,51.0,40.625,325,-0.3559322033898305,0.15254237288135594,0.21653846153846157
simulation,31,,0.0001,17,32,67,40,52,42,33,30,17,67,50.0,39.125,313,-0.15254237288135594,0.13559322033898305,0.19848242811501593
simulation,32,,0.0001,17,40,59,26,42,43,44,30,17,59,42.0,37.625,301,0.05084745762711865,0.0,0.17649501661129574
simulation,33,,0.0001,19,31,48,36,58,42,44,30,19,58,39.0,38.5,308,-0.06779661016949153,-0.05084745762711865,0.1655844155844155
simulation,34,,0.0001,17,29,39,38,51,38,41,32,17,51,34.0,35.625,285,0.3220338983050847,-0.13559322033898305,0.13991228070175432
simulation,35,,0.0001,21,24,37,37,46,40,43,33,21,46,25.0,35.125,281,0.3898305084745763,-0.288135593220339,0.12944839857651247
simulation,36,,0.0001,21,63,56,34,41,53,44,30,21,63,42.0,42.75,342,-0.6440677966101694,0.0,0.17690058479532156
simulation,37,,0.0001,21,34,41,50,51,46,48,31,21,51,30.0,40.25,322,-0.3050847457627119,-0.2033898305084746,0.1366459627329193
simulation,38,,0.0001,21,32,61,77,48,40,38,30,21,77,56.0,43.375,347,-0.7288135593220338,0.23728813559322035,0.21505763688760804
simulation,39,,0.0001,19,28,40,54,38,39,33,31,19,54,35.0,35.25,282,0.3728813559322034,-0.11864406779661017,0.14804964539007082
simulation,40,,0.0001,21,29,33,43,56,52,42,33,21,56,35.0,38.625,309,-0.0847457627118644,-0.11864406779661017,0.16140776699029136
simulation,41,,0.0001,17,27,33,40,50,44,43,30,17,50,33.0,35.5,284,0.3389830508474576,-0.15254237288135594,0.159330985915493
simulation,42,,0.0001,21,28,66,39,53,46,57,30,21,66,45.0,42.5,340,-0.6101694915254238,0.05084745762711865,0.19705882352941173
simulation,43,,0.0001,17,25,46,45,40,37,39,31,17,46,29.0,35.0,280,0.4067796610169492,-0.22033898305084745,0.14821428571428563
simulation,44,,0.0001,21,28,37,52,44,42,37,31,21,52,31.0,36.5,292,0.2033898305084746,-0.1864406779661017,0.14126712328767121
simulation,45,,0.0001,25,36,44,72,64,43,46,30,25,72,47.0,45.0,360,-0.9491525423728814,0.0847457627118644,0.18402777777777768
simulation,46,,0.0001,19,25,30,40,49,46,47,30,19,49,30.0,35.75,286,0.3050847457627119,-0.2033898305084746,0.1652097902097902
simulation,47,,0.0001,21,29,72,43,48,47,33,30,21,72,51.0,40.375,323,-0.3220338983050847,0.15254237288135594,0.19852941176470584
simulation,48,,0.0001,23,29,56,50,44,38,38,30,23,56,33.0,38.5,308,-0.06779661016949153,-0.15254237288135594,0.15340909090909083
simulation,49,,0.0001,29,30,46,55,47,39,38,30,29,55,26.0,39.25,314,-0.1694915254237288,-0.2711864406779661,0.12579617834394896
simulation,50,,0.0001,21,32,31,48,40,45,46,32,21,48,27.0,36.875,295,0.15254237288135594,-0.2542372881355932,0.13177966101694905
experimental,,line,,17,23,29,35,41,47,53,59,17,59,42.0,38.0,304,0.0,0.0,0.20723684210526305
experimental,,1cut,,19,23,29,35,41,47,27,53,19,53,34.0,34.25,274,0.5084745762711864,-0.13559322033898305,0.1852189781021898
experimental,,1cut_bad,,22,23,30,35,41,47,29,53,22,53,31.0,35.0,280,0.4067796610169492,-0.1864406779661017,0.16874999999999996
experimental,,1cut_badder,,32,30,40,46,52,58,34,64,30,64,34.0,44.5,356,-0.8813559322033898,-0.13559322033898305,0.1502808988764044
