source,run,condition,noise,agent_1,agent_2,agent_3,agent_4,agent_5,agent_6,agent_7,agent_8,first,last,gap,average,total,aggregate_welfare,gap_normalized,gini
simulation,1,,0.0001,23,31,14,16,15,18,22,28,14,31,17.0,20.875,167,2.42,-0.22,0.1564371257485031
simulation,2,,0.0001,22,27,14,16,15,18,20,22,14,27,13.0,19.25,154,2.68,-0.3,0.11850649350649345
simulation,3,,0.0001,22,26,14,20,15,18,22,25,14,26,12.0,20.25,162,2.52,-0.32,0.1141975308641976
simulation,4,,0.0001,22,29,14,16,15,18,25,22,14,29,15.0,20.125,161,2.54,-0.26,0.13742236024844723
simulation,5,,0.0001,22,24,14,17,15,17,22,25,14,25,11.0,19.5,156,2.64,-0.34,0.11378205128205132
simulation,6,,0.0001,22,24,14,22,15,18,23,22,14,24,10.0,20.0,160,2.56,-0.36,0.09531249999999991
simulation,7,,0.0001,22,26,14,17,15,17,20,22,14,26,12.0,19.125,153,2.7,-0.32,0.11192810457516345
simulation,8,,0.0001,22,24,14,17,25,17,19,25,14,25,11.0,20.375,163,2.5,-0.34,0.10812883435582821
simulation,9,,0.0001,22,28,14,17,15,19,18,22,14,28,14.0,19.375,155,2.66,-0.28,0.1201612903225806
simulation,10,,0.0001,22,25,14,18,15,18,25,19,14,25,11.0,19.5,156,2.64,-0.34,0.11217948717948723
simulation,11,,0.0001,22,26,14,16,15,18,23,21,14,26,12.0,19.375,155,2.66,-0.32,0.11693548387096775
simulation,12,,0.0001,22,33,14,22,15,18,23,21,14,33,19.0,21.0,168,2.4,-0.18,0.1383928571428572
simulation,13,,0.0001,22,24,14,16,15,21,20,29,14,29,15.0,20.125,161,2.54,-0.26,0.1312111801242235
simulation,14,,0.0001,22,29,14,30,15,18,21,23,14,30,16.0,21.5,172,2.32,-0.24,0.14389534883720922
simulation,15,,0.0001,22,27,14,17,15,18,20,21,14,27,13.0,19.25,154,2.68,-0.3,0.11363636363636354
simulation,16,,0.0001,22,21,14,16,15,19,28,23,14,28,14.0,19.75,158,2.6,-0.28,0.125
simulation,17,,0.0001,23,24,14,16,15,19,23,25,14,25,11.0,19.875,159,2.58,-0.34,0.11556603773584895
simulation,18,,0.0001,23,26,14,16,15,19,21,23,14,26,12.0,19.625,157,2.62,-0.32,0.1170382165605095
simulation,19,,0.0001,22,24,14,26,15,33,19,22,14,33,19.0,21.875,175,2.26,-0.18,0.14500000000000002
simulation,20,,0.0001,22,21,14,24,26,17,19,22,14,26,12.0,20.625,165,2.46,-0.32,0.09772727272727266
simulation,21,,0.0001,22,29,14,16,21,21,21,32,14,32,18.0,22.0,176,2.24,-0.2,0.13778409090909083
simulation,22,,0.0001,22,25,14,25,15,18,20,22,14,25,11.0,20.125,161,2.54,-0.34,0.10947204968944102
