source,run,condition,noise,agent_1,agent_2,agent_3,agent_4,agent_5,agent_6,agent_7,agent_8,first,last,gap,average,total,aggregate_welfare,gap_normalized,gini
simulation,1,,0.0001,29,59,46,73,122,49,89,102,29,122,93.0,71.125,569,-4.160714285714286,1.1607142857142858,0.23396309314587005
simulation,2,,0.0001,155,42,30,98,68,153,55,82,30,155,125.0,85.375,683,-6.196428571428571,1.7321428571428572,0.28788433382137635
simulation,3,,0.0001,54,37,45,108,63,75,84,99,37,108,71.0,70.625,565,-4.089285714285714,0.7678571428571429,0.19225663716814156
simulation,4,,0.0001,40,61,30,47,71,85,117,94,30,117,87.0,68.125,545,-3.732142857142857,1.0535714285714286,0.23004587155963296
simulation,5,,0.0001,36,47,30,91,80,75,110,95,30,110,80.0,70.5,564,-4.071428571428571,0.9285714285714286,0.21985815602836878
simulation,6,,0.0001,41,69,33,51,56,97,113,78,33,113,80.0,67.25,538,-3.607142857142857,0.9285714285714286,0.2170074349442379
simulation,7,,0.0001,133,120,30,46,100,58,87,72,30,133,103.0,80.75,646,-5.535714285714286,1.3392857142857142,0.23839009287925705
simulation,8,,0.0001,56,43,30,74,77,87,102,114,30,114,84.0,72.875,583,-4.410714285714286,1.0,0.20990566037735858
simulation,9,,0.0001,184,43,30,118,149,56,72,85,30,184,154.0,92.125,737,-7.160714285714286,2.25,0.30647896879240166
simulation,10,,0.0001,37,55,30,78,101,133,122,94,30,133,103.0,81.25,650,-5.607142857142857,1.3392857142857142,0.25
simulation,11,,0.0001,58,70,30,51,92,82,102,120,30,120,90.0,75.625,605,-4.803571428571429,1.1071428571428572,0.20640495867768593
simulation,12,,0.0001,35,84,30,95,46,74,115,59,30,115,85.0,67.25,538,-3.607142857142857,1.0178571428571428,0.237918215613383
simulation,13,,0.0001,109,67,30,100,44,53,80,120,30,120,90.0,75.375,603,-4.767857142857143,1.1071428571428572,0.22989220563847423
simulation,14,,0.0001,36,47,30,63,71,87,117,96,30,117,87.0,68.375,547,-3.767857142857143,1.0535714285714286,0.23697440585009133
simulation,15,,0.0001,76,43,30,70,55,95,113,103,30,113,83.0,73.125,585,-4.446428571428571,0.9821428571428571,0.21517094017094007
simulation,16,,0.0001,80,74,60,38,103,56,93,112,38,112,74.0,77.0,616,-5.0,0.8214285714285714,0.1741071428571428
simulation,17,,0.0001,45,58,35,52,110,102,97,76,35,110,75.0,71.875,575,-4.267857142857143,0.8392857142857143,0.20934782608695657
simulation,18,,0.0001,38,50,30,117,66,90,101,77,30,117,87.0,71.125,569,-4.160714285714286,1.0535714285714286,0.23176625659050965
simulation,19,,0.0001,37,130,30,50,79,92,116,62,30,130,100.0,74.5,596,-4.642857142857143,1.2857142857142858,0.2596476510067114
simulation,20,,0.0001,135,45,30,100,72,61,119,83,30,135,105.0,80.625,645,-5.517857142857143,1.375,0.23895348837209296
simulation,21,,0.0001,63,71,54,38,86,80,118,101,38,118,80.0,76.375,611,-4.910714285714286,0.9285714285714286,0.1786006546644845
simulation,22,,0.0001,37,50,30,69,65,108,79,92,30,108,78.0,66.25,530,-3.4642857142857144,0.8928571428571429,0.21509433962264146
simulation,23,,0.0001,51,57,38,61,80,157,93,104,38,157,119.0,80.125,641,-5.446428571428571,1.625,0.2388845553822152
simulation,24,,0.0001,37,126,30,79,50,99,64,108,30,126,96.0,74.125,593,-4.589285714285714,1.2142857142857142,0.25063237774030345
simulation,25,,0.0001,67,108,30,45,88,112,55,94,30,112,82.0,74.875,599,-4.696428571428571,0.9642857142857143,0.21431552587646086
simulation,26,,0.0001,120,57,30,117,89,42,69,105,30,120,90.0,78.625,629,-5.232142857142857,1.1071428571428572,0.23231319554848961
simulation,27,,0.0001,98,115,30,53,42,113,77,64,30,115,85.0,74.0,592,-4.571428571428571,1.0178571428571428,0.23184121621621623
simulation,28,,0.0001,86,43,30,74,117,58,92,103,30,117,87.0,75.375,603,-4.767857142857143,1.0535714285714286,0.21206467661691542
simulation,29,,0.0001,37,52,30,70,119,101,71,93,30,119,89.0,71.625,573,-4.232142857142857,1.0892857142857142,0.23276614310645716
simulation,30,,0.0001,34,63,46,100,82,81,50,107,34,107,73.0,70.375,563,-4.053571428571429,0.8035714285714286,0.19871225577264662
simulation,31,,0.0001,65,43,30,57,76,138,113,92,30,138,108.0,76.75,614,-4.964285714285714,1.4285714285714286,0.24877850162866455
simulation,32,,0.0001,28,93,46,43,118,68,80,111,28,118,90.0,73.375,587,-4.482142857142857,1.1071428571428572,0.23913969335604768
simulation,33,,0.0001,34,66,30,85,51,77,92,106,30,106,76.0,67.625,541,-3.6607142857142856,0.8571428571428571,0.2160351201478743
simulation,34,,0.0001,47,42,30,59,87,103,119,71,30,119,89.0,69.75,558,-3.9642857142857144,1.0892857142857142,0.23745519713261642
simulation,35,,0.0001,45,63,30,81,74,100,110,88,30,110,80.0,73.875,591,-4.553571428571429,0.9285714285714286,0.19395093062605762
simulation,36,,0.0001,28,64,46,102,48,67,91,116,28,116,88.0,70.25,562,-4.035714285714286,1.0714285714285714,0.22864768683274028
simulation,37,,0.0001,46,61,37,88,113,54,99,74,37,113,76.0,71.5,572,-4.214285714285714,0.8571428571428571,0.19930069930069938
simulation,38,,0.0001,38,64,30,84,48,74,115,98,30,115,85.0,68.875,551,-3.8392857142857144,1.0178571428571428,0.22980943738656978
simulation,39,,0.0001,42,84,30,59,73,59,97,110,30,110,80.0,69.25,554,-3.892857142857143,0.9285714285714286,0.20848375451263546
simulation,40,,0.0001,45,66,30,103,84,90,69,117,30,117,87.0,75.5,604,-4.785714285714286,1.0535714285714286,0.20405629139072845
simulation,41,,0.0001,55,108,30,124,42,88,73,75,30,124,94.0,74.375,595,-4.625,1.1785714285714286,0.2287815126050421
simulation,42,,0.0001,39,72,30,65,88,49,106,120,30,120,90.0,71.125,569,-4.160714285714286,1.1071428571428572,0.23923550087873457
simulation,43,,0.0001,40,91,31,51,56,84,113,127,31,127,96.0,74.125,593,-4.589285714285714,1.2142857142857142,0.24978920741989885
simulation,44,,0.0001,36,117,30,61,73,49,103,86,30,117,87.0,69.375,555,-3.9107142857142856,1.0535714285714286,0.24031531531531525
simulation,45,,0.0001,34,54,30,102,96,117,80,67,30,117,87.0,72.5,580,-4.357142857142857,1.0535714285714286,0.23448275862068968
simulation,46,,0.0001,53,42,30,106,70,69,118,95,30,118,88.0,72.875,583,-4.410714285714286,1.0714285714285714,0.22791595197255576
simulation,47,,0.0001,83,41,53,71,102,67,114,104,41,114,73.0,79.375,635,-5.339285714285714,0.8035714285714286,0.17381889763779523
simulation,48,,0.0001,33,105,30,46,85,106,58,72,30,106,76.0,66.875,535,-3.5535714285714284,0.8571428571428571,0.23901869158878508
simulation,49,,0.0001,132,43,54,71,104,68,82,116,43,132,89.0,83.75,670,-5.964285714285714,1.0892857142857142,0.1962686567164178
simulation,50,,0.0001,34,74,48,54,118,89,62,105,34,118,84.0,73.0,584,-4.428571428571429,1.0,0.21190068493150682
experimental,,line,,28,32,36,40,44,48,52,56,28,56,28.0,42.0,336,0.0,0.0,0.125
experimental,,1cut,,32,33,36,31,40,44,48,52,31,52,21.0,39.5,316,0.35714285714285715,-0.125,0.10443037974683533
experimental,,1cut_bad,,40,41,42,43,44,38,48,52,38,52,14.0,43.5,348,-0.21428571428571427,-0.25,0.053160919540229834
