run,noise,agent_1,agent_2,agent_3,agent_4,agent_5,agent_6,agent_7,agent_8
1,0.01,16,28,23,63,47,36,81,56
2,0.01,16,32,41,51,57,24,65,108
3,0.01,16,25,58,48,41,55,35,81
4,0.01,16,25,35,72,58,49,44,77
5,0.01,16,25,32,58,49,34,65,49
