run,noise,agent_1,agent_2,agent_3,agent_4,agent_5,agent_6,agent_7,agent_8
1,0.01,22,26,14,16,15,20,22,36
2,0.01,22,27,14,17,15,18,22,22
3,0.01,22,27,14,16,21,17,20,26
4,0.01,22,26,14,20,15,24,29,29
5,0.01,22,36,14,17,22,18,23,26
