run,noise,agent_1,agent_2,agent_3,agent_4,agent_5,agent_6,agent_7,agent_8
1,0.01,30,28,31,43,44,60,23,19
2,0.01,33,28,54,50,66,38,42,43
3,0.01,23,44,30,44,56,55,31,25
4,0.01,31,28,51,46,45,32,25,34
5,0.01,29,36,43,52,50,25,30,24
