run,noise,agent_1,agent_2,agent_3,agent_4,agent_5,agent_6,agent_7,agent_8
1,0.001,31,44,48,88,112,107,80,66
2,0.001,35,38,59,65,97,105,115,84
3,0.001,32,36,75,69,125,49,93,98
4,0.001,42,40,79,135,62,94,99,117
5,0.001,30,44,128,69,84,57,121,106
