run,noise,agent_1,agent_2,agent_3,agent_4,agent_5,agent_6,agent_7,agent_8
1,0.001,38,26,54,47,70,39,64,21
2,0.001,41,28,52,45,58,41,35,22
3,0.001,14,50,45,39,58,45,35,18
4,0.001,31,23,68,41,43,68,64,17
5,0.001,19,22,46,62,53,31,61,26
