run,noise,agent_1,agent_2,agent_3,agent_4,agent_5,agent_6,agent_7,agent_8
1,0.001,14,14,14,15,18,17,22,22
2,0.001,14,14,14,14,17,17,21,25
3,0.001,14,14,14,15,16,19,25,21
4,0.001,14,14,14,14,17,17,22,25
5,0.001,14,14,14,15,16,19,24,22
