run,noise,agent_1,agent_2,agent_3,agent_4,agent_5,agent_6,agent_7,agent_8
1,0.0001,18,23,47,50,52,50,37,30
2,0.0001,14,60,67,28,44,38,69,51
3,0.0001,16,50,38,47,78,40,39,25
4,0.0001,14,18,38,46,59,26,83,25
5,0.0001,38,65,69,25,53,59,28,21
6,0.0001,32,32,50,22,59,43,54,26
7,0.0001,14,25,45,29,48,47,40,27
8,0.0001,15,35,32,65,55,58,26,32
9,0.0001,14,35,53,66,49,32,37,47
10,0.0001,16,20,31,50,45,59,37,31
11,0.0001,14,33,42,56,37,42,64,29
12,0.0001,22,59,31,55,51,39,40,19
13,0.0001,16,21,65,32,50,74,42,31
14,0.0001,27,32,73,35,76,45,42,30
15,0.0001,33,21,30,53,30,80,48,25
16,0.0001,30,24,70,47,34,61,38,43
17,0.0001,15,19,45,56,42,44,51,33
18,0.0001,32,24,64,39,62,80,46,19
19,0.0001,16,19,56,31,45,58,41,36
20,0.0001,56,27,41,66,58,31,38,36
21,0.0001,22,67,54,91,50,45,40,26
22,0.0001,27,23,18,47,55,50,32,34
23,0.0001,15,19,59,44,52,54,34,26
24,0.0001,18,71,43,23,50,37,31,25
25,0.0001,32,26,49,41,60,42,59,19
26,0.0001,18,20,37,64,40,56,45,31
27,0.0001,15,24,66,36,47,31,41,35
28,0.0001,14,34,53,51,60,29,42,18
29,0.0001,37,25,70,56,90,40,57,19
30,0.0001,26,21,51,34,69,60,40,17
31,0.0001,16,20,41,49,60,63,26,32
32,0.0001,17,21,52,33,60,30,46,30
33,0.0001,15,34,24,57,50,43,26,28
34,0.0001,14,29,65,43,71,45,34,26
35,0.0001,42,31,69,78,39,54,27,21
36,0.0001,16,20,36,49,50,64,38,31
37,0.0001,36,44,24,62,70,47,67,36
38,0.0001,60,17,34,52,62,34,67,22
39,0.0001,16,20,61,44,30,70,36,22
40,0.0001,14,24,37,42,57,50,38,30
41,0.0001,18,48,22,65,55,47,26,31
42,0.0001,23,27,50,57,70,61,43,17
43,0.0001,29,17,37,48,64,51,30,22
44,0.0001,14,28,32,64,63,45,65,30
45,0.0001,15,40,38,46,54,79,29,31
46,0.0001,18,64,26,51,47,45,44,26
47,0.0001,17,22,42,69,74,47,35,27
48,0.0001,16,34,34,58,67,47,37,42
49,0.0001,24,25,53,42,50,70,33,17
50,0.0001,66,17,37,36,75,48,39,24
