run,noise,agent_1,agent_2,agent_3,agent_4,agent_5,agent_6,agent_7,agent_8
1,0.0001,27,25,33,32,31,36,38,43
2,0.0001,22,28,32,30,32,39,33,39
3,0.0001,23,30,24,30,31,34,37,44
4,0.0001,22,27,30,34,30,34,32,41
5,0.0001,23,30,25,32,31,41,36,32
6,0.0001,26,29,34,36,31,31,34,49
7,0.0001,27,35,39,32,28,35,49,36
8,0.0001,24,26,32,35,29,28,34,34
9,0.0001,25,21,31,31,39,40,45,38
10,0.0001,25,24,32,30,28,40,33,37
11,0.0001,24,26,29,36,27,30,35,34
12,0.0001,24,25,26,32,29,32,40,36
13,0.0001,24,30,33,33,27,31,36,39
14,0.0001,25,21,29,33,31,36,37,41
15,0.0001,29,27,36,38,27,32,34,38
16,0.0001,22,28,31,33,32,34,29,43
17,0.0001,30,24,37,33,39,31,33,38
18,0.0001,24,29,34,30,31,44,39,37
19,0.0001,22,25,30,32,27,31,35,39
20,0.0001,24,26,33,32,29,28,39,33
21,0.0001,27,27,34,30,32,31,42,38
22,0.0001,24,26,27,32,28,32,34,46
23,0.0001,23,27,28,32,36,34,39,43
24,0.0001,25,23,33,33,33,32,39,39
25,0.0001,26,33,36,32,29,43,37,43
26,0.0001,24,29,33,30,31,32,36,38
27,0.0001,26,30,36,32,31,36,29,37
28,0.0001,20,28,28,31,29,36,31,38
29,0.0001,26,29,34,30,29,39,31,46
30,0.0001,24,27,34,30,29,43,34,38
31,0.0001,27,25,34,30,30,36,31,42
32,0.0001,26,30,29,35,27,38,35,42
33,0.0001,22,27,31,32,29,34,33,41
34,0.0001,27,27,36,30,29,36,31,40
35,0.0001,24,26,27,32,29,33,35,34
36,0.0001,25,27,28,37,27,32,42,39
37,0.0001,23,29,26,32,32,35,37,40
38,0.0001,20,28,29,30,29,31,38,42
39,0.0001,26,32,40,34,35,32,29,43
40,0.0001,26,33,38,30,27,30,32,39
41,0.0001,26,25,27,30,30,36,34,36
42,0.0001,24,30,32,33,27,33,36,40
43,0.0001,40,24,33,30,43,31,35,32
44,0.0001,23,21,29,30,37,35,41,52
45,0.0001,28,24,32,30,29,28,33,43
46,0.0001,24,26,32,33,29,28,34,41
47,0.0001,27,22,31,32,29,34,32,41
48,0.0001,23,24,32,30,32,41,42,38
49,0.0001,27,22,31,30,29,33,41,37
50,0.0001,24,28,35,30,32,34,36,39
