run,noise,agent_1,agent_2,agent_3,agent_4,agent_5,agent_6,agent_7,agent_8
1,0.0001,54,89,46,70,70,59,78,101
2,0.0001,42,61,64,72,46,49,77,89
3,0.0001,74,87,55,54,46,55,66,85
4,0.0001,70,90,43,60,54,46,55,72
5,0.0001,52,82,40,76,50,58,69,87
6,0.0001,64,82,42,51,46,73,70,93
7,0.0001,92,76,40,55,58,62,82,78
8,0.0001,46,78,50,58,43,68,79,64
9,0.0001,55,77,46,56,48,87,71,76
10,0.0001,78,82,43,73,47,71,100,90
11,0.0001,67,73,40,83,47,51,65,88
12,0.0001,45,60,40,69,68,83,64,90
13,0.0001,70,82,53,58,47,86,94,67
14,0.0001,74,88,49,70,46,64,81,100
15,0.0001,75,85,40,62,50,48,78,68
16,0.0001,54,90,41,61,48,84,74,67
17,0.0001,61,81,39,55,48,75,73,88
18,0.0001,49,60,43,57,46,80,71,77
19,0.0001,49,69,43,75,52,88,78,86
20,0.0001,50,65,40,58,43,90,71,73
21,0.0001,54,92,48,84,62,75,64,87
22,0.0001,76,90,43,55,72,59,63,79
23,0.0001,59,75,56,74,54,69,102,84
24,0.0001,72,65,46,54,52,95,80,71
25,0.0001,67,82,42,55,49,61,76,85
26,0.0001,98,88,46,50,85,74,63,94
27,0.0001,49,89,48,67,66,59,71,86
28,0.0001,50,61,45,82,58,82,96,74
29,0.0001,66,86,42,58,45,57,77,79
30,0.0001,78,82,44,49,43,68,59,95
31,0.0001,59,75,42,67,43,55,79,93
32,0.0001,68,75,45,53,45,84,66,95
33,0.0001,84,74,53,57,45,56,70,83
34,0.0001,71,84,41,60,56,66,89,92
35,0.0001,69,88,49,46,60,74,95,73
36,0.0001,73,70,44,59,50,54,63,81
37,0.0001,46,84,41,62,71,58,62,82
38,0.0001,65,81,56,48,43,77,68,93
39,0.0001,45,61,53,73,56,84,75,81
40,0.0001,51,86,44,70,49,64,64,86
41,0.0001,51,78,41,57,46,65,69,90
42,0.0001,54,67,42,80,60,71,101,94
43,0.0001,75,74,48,46,53,90,66,85
44,0.0001,47,80,39,56,51,61,80,71
45,0.0001,82,92,45,89,43,50,52,66
46,0.0001,60,72,42,46,44,80,62,68
47,0.0001,86,70,45,58,49,72,95,85
48,0.0001,47,98,45,65,56,60,78,75
49,0.0001,49,71,44,88,66,76,58,81
50,0.0001,48,67,55,80,45,56,83,104
