run,noise,agent_1,agent_2,agent_3,agent_4,agent_5,agent_6,agent_7,agent_8
1,0.0001,17,32,45,41,37,55,61,67
2,0.0001,19,32,44,32,34,71,51,55
3,0.0001,19,25,61,79,43,43,54,39
4,0.0001,21,28,33,57,41,43,66,54
5,0.0001,26,26,30,44,47,76,44,67
6,0.0001,19,23,31,47,47,59,43,49
7,0.0001,19,27,28,61,47,58,66,54
8,0.0001,17,25,32,39,56,50,67,76
9,0.0001,21,25,31,43,49,63,49,63
10,0.0001,19,29,38,51,31,53,67,75
11,0.0001,23,29,40,34,53,62,81,65
12,0.0001,21,25,65,36,43,58,57,40
13,0.0001,21,24,34,44,60,52,44,58
14,0.0001,19,24,31,39,64,56,51,47
15,0.0001,21,27,43,61,39,68,54,45
16,0.0001,17,31,34,43,36,54,64,64
17,0.0001,19,24,38,80,54,46,34,65
18,0.0001,27,26,33,69,46,41,56,64
19,0.0001,17,28,31,55,40,39,51,66
20,0.0001,23,30,22,55,49,42,63,67
21,0.0001,19,31,25,37,60,46,50,63
22,0.0001,17,24,48,32,63,55,58,38
23,0.0001,17,27,33,38,48,53,64,59
24,0.0001,19,29,50,56,33,69,41,64
25,0.0001,21,25,53,38,41,50,63,66
26,0.0001,19,25,37,39,61,42,53,56
27,0.0001,19,21,30,47,43,57,68,50
28,0.0001,21,30,38,29,51,65,52,65
29,0.0001,19,29,27,61,37,48,64,51
30,0.0001,17,26,35,40,60,51,50,64
31,0.0001,23,24,33,38,53,69,59,47
32,0.0001,19,24,49,36,69,45,68,54
33,0.0001,19,33,25,38,44,73,63,63
34,0.0001,19,25,31,42,45,61,57,58
35,0.0001,19,26,31,49,61,55,39,46
36,0.0001,19,25,38,49,46,62,58,78
37,0.0001,17,29,30,41,44,58,62,48
38,0.0001,21,25,34,51,70,42,61,48
39,0.0001,23,29,37,42,49,63,59,71
40,0.0001,23,34,43,26,54,55,69,61
41,0.0001,21,53,25,40,34,42,62,67
42,0.0001,19,30,32,39,46,51,62,59
43,0.0001,19,24,55,39,30,46,65,62
44,0.0001,21,22,36,35,53,43,69,64
45,0.0001,19,23,31,46,81,45,73,61
46,0.0001,19,26,58,63,29,38,44,54
47,0.0001,17,24,38,33,46,51,66,58
48,0.0001,19,23,42,33,59,46,63,72
49,0.0001,21,52,32,42,59,43,75,64
50,0.0001,19,26,58,32,60,42,53,75
