run,noise,agent_1,agent_2,agent_3,agent_4,agent_5,agent_6,agent_7,agent_8
1,0.0001,18,29,16,19,16,16,20,18
2,0.0001,19,23,16,24,16,16,20,18
3,0.0001,18,21,16,18,16,16,22,18
4,0.0001,18,22,16,20,16,16,24,18
5,0.0001,20,22,20,17,16,16,30,18
6,0.0001,18,28,19,17,16,16,23,18
7,0.0001,18,18,16,19,16,16,23,22
8,0.0001,18,25,19,17,16,16,30,18
9,0.0001,20,23,20,17,16,16,25,18
10,0.0001,18,23,16,19,16,16,36,18
11,0.0001,18,23,16,20,16,16,21,24
12,0.0001,20,21,16,23,16,16,21,18
13,0.0001,20,35,20,17,16,16,23,18
14,0.0001,20,21,25,17,16,16,20,18
15,0.0001,20,23,16,19,16,16,26,18
16,0.0001,19,22,16,31,16,16,29,18
17,0.0001,20,23,16,19,16,16,34,18
18,0.0001,18,23,16,21,16,16,28,20
19,0.0001,18,22,16,26,16,16,28,18
20,0.0001,20,21,19,17,16,16,27,18
21,0.0001,18,21,16,19,16,16,21,28
22,0.0001,18,22,20,17,16,16,27,18
23,0.0001,20,25,16,29,16,16,18,18
24,0.0001,20,24,20,17,16,16,26,18
25,0.0001,18,21,16,22,16,16,26,18
26,0.0001,18,20,16,24,16,16,19,18
27,0.0001,19,19,16,22,16,16,36,18
28,0.0001,20,22,20,17,16,16,28,18
29,0.0001,18,24,16,25,16,16,29,18
30,0.0001,18,20,16,19,16,16,22,22
31,0.0001,18,27,16,19,16,16,22,18
32,0.0001,18,23,16,21,16,16,22,18
33,0.0001,20,27,22,17,16,16,21,18
34,0.0001,18,25,16,23,16,16,22,18
35,0.0001,18,23,16,20,16,16,23,18
36,0.0001,19,25,16,19,16,16,23,18
37,0.0001,20,23,20,17,16,16,28,18
38,0.0001,19,21,16,26,16,16,20,18
39,0.0001,18,21,16,20,16,16,21,24
40,0.0001,18,23,20,17,16,16,21,23
41,0.0001,20,23,21,17,16,16,26,18
42,0.0001,19,21,16,24,16,16,18,18
43,0.0001,20,21,16,22,16,16,29,18
44,0.0001,18,23,20,17,16,16,19,24
45,0.0001,19,27,16,21,16,16,24,18
46,0.0001,22,25,19,17,16,16,21,18
47,0.0001,18,22,16,19,16,16,19,18
48,0.0001,20,25,20,17,16,16,20,18
49,0.0001,18,21,16,22,16,16,22,18
50,0.0001,19,21,16,20,16,16,25,18
