run,noise,agent_1,agent_2,agent_3,agent_4,agent_5,agent_6,agent_7,agent_8
1,0.0001,19,27,36,40,43,55,43,30
2,0.0001,19,26,36,44,54,37,42,31
3,0.0001,17,28,37,46,52,43,41,30
4,0.0001,17,27,36,67,44,56,46,30
5,0.0001,23,25,35,39,48,45,38,32
6,0.0001,17,31,44,54,41,44,38,31
7,0.0001,20,28,52,35,46,41,40,33
8,0.0001,24,52,78,55,41,44,31,30
9,0.0001,21,32,56,42,68,42,38,30
10,0.0001,21,27,40,33,45,41,50,32
11,0.0001,19,27,43,56,51,40,39,30
12,0.0001,17,26,40,49,59,46,36,32
13,0.0001,22,30,40,54,51,42,43,30
14,0.0001,27,45,68,64,54,39,43,30
15,0.0001,17,27,56,48,40,45,42,30
16,0.0001,21,30,55,44,57,41,44,30
17,0.0001,17,28,42,35,47,35,31,30
18,0.0001,21,32,40,53,51,44,56,30
19,0.0001,17,33,42,67,53,47,39,30
20,0.0001,19,27,54,44,41,39,36,32
21,0.0001,17,26,41,56,46,39,38,30
22,0.0001,19,27,35,41,48,48,36,30
23,0.0001,19,38,39,39,42,63,64,30
24,0.0001,21,25,35,41,49,47,42,32
25,0.0001,17,26,36,63,44,36,43,30
26,0.0001,23,27,49,63,55,40,35,31
27,0.0001,29,41,41,47,55,64,33,30
28,0.0001,17,25,39,55,68,41,35,30
29,0.0001,23,28,51,38,54,41,35,30
30,0.0001,20,24,52,42,42,43,35,31
31,0.0001,19,27,32,45,42,52,40,34
32,0.0001,19,26,37,83,46,38,53,32
33,0.0001,19,26,45,53,41,39,39,31
34,0.0001,24,30,57,42,43,47,42,30
35,0.0001,19,25,56,37,38,45,40,30
36,0.0001,17,28,51,83,43,41,37,30
37,0.0001,20,30,46,54,49,38,29,30
38,0.0001,23,34,53,39,52,36,42,31
39,0.0001,21,27,56,35,43,36,40,31
40,0.0001,23,31,41,82,46,56,59,30
41,0.0001,17,27,41,54,42,50,45,32
42,0.0001,21,27,37,42,40,57,45,30
43,0.0001,22,31,66,70,43,48,43,31
44,0.0001,19,26,36,53,47,41,40,33
45,0.0001,19,24,32,46,41,51,38,31
46,0.0001,20,29,36,44,57,40,35,32
47,0.0001,21,31,37,42,58,36,54,30
48,0.0001,21,27,35,45,38,52,54,30
49,0.0001,23,29,50,53,48,38,38,34
50,0.0001,21,27,57,36,59,39,49,31
