run,noise,agent_1,agent_2,agent_3,agent_4,agent_5,agent_6,agent_7,agent_8
1,0.0001,16,25,23,34,28,38,33,39
2,0.0001,16,25,28,22,26,36,38,30
3,0.0001,16,23,30,29,27,46,34,36
4,0.0001,16,21,22,31,28,34,37,42
5,0.0001,16,21,27,33,33,33,49,39
6,0.0001,16,26,23,40,31,34,29,37
7,0.0001,16,24,33,29,37,46,32,38
8,0.0001,16,23,22,31,43,27,38,35
9,0.0001,16,31,24,32,32,40,28,44
10,0.0001,17,21,34,26,39,37,33,44
11,0.0001,16,22,21,31,26,40,41,43
12,0.0001,16,28,22,32,29,34,43,36
13,0.0001,16,25,22,30,34,27,33,42
14,0.0001,16,23,24,34,26,39,33,41
15,0.0001,16,23,20,30,26,35,35,44
16,0.0001,16,25,28,25,30,33,35,37
17,0.0001,16,21,36,31,30,34,39,25
18,0.0001,16,23,25,35,34,27,43,40
19,0.0001,16,21,24,31,29,41,34,37
20,0.0001,16,22,27,22,32,33,36,38
21,0.0001,17,22,26,33,36,31,40,34
22,0.0001,16,21,24,34,35,39,32,46
23,0.0001,16,31,20,40,24,29,31,41
24,0.0001,16,24,20,33,38,29,41,38
25,0.0001,16,24,28,21,40,33,46,38
26,0.0001,16,23,23,29,32,36,38,39
27,0.0001,18,25,22,33,34,32,30,42
28,0.0001,16,22,26,32,35,30,34,44
29,0.0001,16,24,35,21,28,28,39,33
30,0.0001,16,24,21,26,32,32,36,42
31,0.0001,16,24,20,33,35,28,30,33
32,0.0001,16,26,20,28,34,38,24,29
33,0.0001,16,21,34,22,42,30,34,31
34,0.0001,16,21,23,31,40,31,44,34
35,0.0001,20,21,24,30,35,37,41,34
36,0.0001,16,27,20,34,27,36,43,33
37,0.0001,17,22,28,32,41,32,25,39
38,0.0001,16,22,26,29,31,42,38,35
39,0.0001,16,23,31,21,39,28,44,39
40,0.0001,16,24,22,31,26,43,30,33
41,0.0001,16,31,22,35,26,33,35,33
42,0.0001,16,23,30,36,44,33,29,35
43,0.0001,16,21,26,22,36,29,36,38
44,0.0001,16,26,22,30,36,29,35,38
45,0.0001,16,23,29,26,27,35,32,39
46,0.0001,16,23,20,31,34,27,40,44
47,0.0001,16,21,20,33,32,38,30,35
48,0.0001,16,23,20,34,47,32,38,33
49,0.0001,18,21,26,23,34,37,28,43
50,0.0001,16,28,22,30,26,32,34,41
