run,noise,agent_1,agent_2,agent_3,agent_4,agent_5,agent_6,agent_7,agent_8
1,0.0001,26,36,81,47,59,92,102,76
2,0.0001,26,34,98,56,46,73,75,105
3,0.0001,31,38,48,67,57,79,93,107
4,0.0001,26,31,47,63,72,68,89,104
5,0.0001,39,48,36,62,118,75,103,85
6,0.0001,34,39,60,65,108,95,85,72
7,0.0001,31,63,52,79,89,117,70,110
8,0.0001,24,32,73,41,100,55,81,93
9,0.0001,25,46,67,40,94,81,77,105
10,0.0001,24,49,41,57,104,112,69,82
11,0.0001,52,35,46,112,107,84,93,69
12,0.0001,48,36,53,65,123,79,107,100
13,0.0001,25,33,49,55,76,87,105,64
14,0.0001,26,34,43,88,55,99,106,77
15,0.0001,28,38,58,47,92,80,69,104
16,0.0001,30,103,61,50,75,83,117,90
17,0.0001,25,56,32,47,83,106,71,92
18,0.0001,24,37,51,75,101,64,59,90
19,0.0001,27,34,41,52,67,107,78,87
20,0.0001,32,43,26,60,89,70,75,106
21,0.0001,29,42,70,61,52,85,97,109
22,0.0001,23,30,81,47,90,54,109,61
23,0.0001,21,35,46,108,66,73,88,95
24,0.0001,28,44,31,79,66,87,53,104
25,0.0001,27,36,49,99,110,90,72,64
26,0.0001,31,34,53,81,63,90,75,110
27,0.0001,33,38,44,91,61,84,74,105
28,0.0001,25,43,51,70,87,56,112,95
29,0.0001,33,43,49,84,70,115,60,95
30,0.0001,27,42,103,52,73,64,57,90
31,0.0001,26,35,41,55,80,99,65,92
32,0.0001,30,45,38,54,100,101,72,79
33,0.0001,31,44,64,84,98,66,108,115
34,0.0001,28,37,43,64,53,80,86,111
35,0.0001,25,34,56,48,109,96,72,77
36,0.0001,46,37,62,51,73,88,106,96
37,0.0001,25,33,57,109,49,83,70,94
38,0.0001,45,39,59,50,75,87,107,102
39,0.0001,26,63,103,112,92,48,75,80
40,0.0001,31,40,49,54,97,65,78,86
41,0.0001,21,30,38,49,75,65,95,88
42,0.0001,25,32,56,69,118,83,108,105
43,0.0001,25,35,41,105,79,54,64,93
44,0.0001,30,77,32,58,66,89,52,99
45,0.0001,38,70,45,102,59,122,87,115
46,0.0001,41,59,49,64,86,109,75,127
47,0.0001,26,30,41,108,57,95,82,101
48,0.0001,25,35,45,55,103,82,91,68
49,0.0001,30,37,90,81,46,56,110,72
50,0.0001,28,40,52,58,88,94,99,72
