run,noise,agent_1,agent_2,agent_3,agent_4,agent_5,agent_6,agent_7,agent_8
1,0.0001,15,21,21,28,26,28,36,40
2,0.0001,14,24,20,24,22,29,29,27
3,0.0001,14,19,21,21,25,26,28,36
4,0.0001,15,21,21,21,31,25,28,34
5,0.0001,14,19,23,20,26,29,29,29
6,0.0001,14,19,20,22,27,28,25,31
7,0.0001,15,21,21,21,28,41,26,34
8,0.0001,17,21,21,25,23,30,27,35
9,0.0001,15,23,21,27,22,21,34,41
10,0.0001,14,19,24,24,23,32,25,32
11,0.0001,14,19,26,21,25,32,25,37
12,0.0001,14,20,21,30,22,25,36,32
13,0.0001,16,19,24,22,27,40,22,40
14,0.0001,14,19,23,26,30,28,27,36
15,0.0001,15,21,23,22,28,21,33,33
16,0.0001,14,19,20,30,23,24,29,36
17,0.0001,14,23,21,27,21,35,31,30
18,0.0001,15,22,21,21,39,26,36,32
19,0.0001,16,19,21,27,24,26,34,29
20,0.0001,15,19,21,21,22,31,29,27
21,0.0001,17,19,18,21,26,25,32,36
22,0.0001,14,21,20,25,26,23,37,33
23,0.0001,14,27,19,23,27,30,29,41
24,0.0001,14,27,20,30,31,24,24,40
25,0.0001,14,19,21,22,23,32,39,37
26,0.0001,15,19,23,21,24,38,30,32
27,0.0001,14,19,21,22,21,32,24,33
28,0.0001,14,28,21,23,25,26,31,31
29,0.0001,14,19,21,24,24,29,23,33
30,0.0001,14,24,21,21,24,31,35,32
31,0.0001,14,19,20,21,25,28,33,35
32,0.0001,16,20,20,23,36,24,45,31
33,0.0001,16,19,20,25,25,27,32,37
34,0.0001,14,19,22,20,26,30,34,41
35,0.0001,14,20,29,24,24,24,33,32
36,0.0001,14,21,23,21,21,27,32,32
37,0.0001,15,20,22,22,33,31,23,29
38,0.0001,15,19,21,22,27,33,31,32
39,0.0001,15,20,24,23,28,26,33,29
40,0.0001,14,19,19,24,27,31,36,32
41,0.0001,15,19,19,26,30,26,35,31
42,0.0001,14,19,22,28,33,27,32,37
43,0.0001,15,19,23,20,34,33,25,38
44,0.0001,14,19,19,22,26,30,24,31
45,0.0001,16,21,22,25,35,28,34,32
46,0.0001,15,19,23,19,24,37,34,31
47,0.0001,14,22,19,22,24,23,39,29
48,0.0001,14,19,23,23,21,34,27,34
49,0.0001,18,22,20,26,20,31,29,31
50,0.0001,14,19,19,22,22,33,26,35
