run,noise,agent_1,agent_2,agent_3,agent_4,agent_5,agent_6,agent_7,agent_8
1,0.0001,17,27,22,34,43,51,59,66
2,0.0001,17,23,28,64,37,45,42,57
3,0.0001,17,24,29,36,47,54,68,42
4,0.0001,17,23,30,40,52,63,74,45
5,0.0001,17,24,29,50,54,43,37,68
6,0.0001,17,24,38,51,31,60,44,71
7,0.0001,17,24,31,65,38,44,55,47
8,0.0001,21,25,36,30,41,61,48,61
9,0.0001,17,27,46,27,42,34,57,62
10,0.0001,17,22,27,34,47,59,39,49
11,0.0001,17,33,42,24,42,62,51,66
12,0.0001,17,57,23,30,43,53,36,68
13,0.0001,17,25,34,61,41,44,55,52
14,0.0001,17,23,27,43,33,51,65,59
15,0.0001,18,26,56,29,37,48,66,51
16,0.0001,17,24,32,45,37,49,54,64
17,0.0001,17,23,58,54,31,38,46,66
18,0.0001,17,23,52,36,29,58,69,43
19,0.0001,18,44,21,48,54,34,29,66
20,0.0001,17,23,40,30,65,45,54,58
21,0.0001,17,24,32,41,47,51,71,58
22,0.0001,17,55,37,23,32,56,49,73
23,0.0001,17,24,28,46,34,39,54,61
24,0.0001,17,28,22,34,39,49,62,50
25,0.0001,17,23,28,39,60,42,47,50
26,0.0001,17,55,30,23,57,37,66,49
27,0.0001,17,21,50,26,45,32,57,65
28,0.0001,17,53,36,24,29,49,48,64
29,0.0001,17,47,24,26,33,54,40,58
30,0.0001,17,23,30,35,38,45,55,63
31,0.0001,17,22,33,36,48,45,54,62
32,0.0001,17,27,22,41,37,50,67,54
33,0.0001,17,28,24,32,51,40,58,65
34,0.0001,17,24,30,41,49,35,58,63
35,0.0001,17,30,24,39,51,45,65,60
36,0.0001,17,21,28,35,53,45,66,50
37,0.0001,19,21,72,25,40,52,34,51
38,0.0001,17,23,44,32,38,52,55,63
39,0.0001,17,24,47,43,28,34,64,56
40,0.0001,17,24,36,35,55,44,49,65
41,0.0001,17,23,32,39,68,45,55,64
42,0.0001,19,26,39,67,44,33,50,54
43,0.0001,17,23,31,34,50,45,38,57
44,0.0001,19,25,45,28,58,34,60,49
45,0.0001,17,23,40,27,35,45,56,59
46,0.0001,17,23,53,38,48,29,56,68
47,0.0001,17,24,30,41,33,48,57,49
48,0.0001,21,55,25,30,41,38,45,57
49,0.0001,17,26,43,36,50,61,30,64
50,0.0001,17,24,34,52,38,44,56,48
