run,noise,agent_1,agent_2,agent_3,agent_4,agent_5,agent_6,agent_7,agent_8
1,0.0001,18,34,45,67,42,56,29,14
2,0.0001,16,34,60,45,52,61,29,14
3,0.0001,17,32,78,28,64,43,50,16
4,0.0001,18,39,43,50,72,34,48,14
5,0.0001,19,32,61,71,44,43,30,14
6,0.0001,17,44,56,32,73,52,29,16
7,0.0001,18,31,48,45,55,28,70,14
8,0.0001,23,49,36,60,62,38,101,14
9,0.0001,20,34,37,69,57,51,28,14
10,0.0001,19,29,44,29,62,52,41,14
11,0.0001,31,43,56,55,62,41,27,15
12,0.0001,21,32,60,40,68,81,26,14
13,0.0001,18,42,60,45,72,53,28,16
14,0.0001,21,37,53,39,52,28,83,16
15,0.0001,20,36,51,74,49,59,63,16
16,0.0001,24,47,39,50,59,40,66,15
17,0.0001,21,33,57,47,70,41,27,16
18,0.0001,18,30,56,48,89,28,40,17
19,0.0001,16,29,51,57,77,42,28,14
20,0.0001,19,52,25,38,33,48,67,14
21,0.0001,19,37,62,48,83,39,31,14
22,0.0001,24,67,54,67,40,38,47,14
23,0.0001,21,33,28,63,42,58,49,14
24,0.0001,25,35,61,61,76,48,50,16
25,0.0001,16,29,40,28,38,55,56,14
26,0.0001,16,26,47,68,37,79,45,15
27,0.0001,20,35,47,73,58,69,29,14
28,0.0001,17,31,58,45,63,77,30,16
29,0.0001,16,38,34,67,51,53,28,14
30,0.0001,20,47,31,61,59,31,42,15
31,0.0001,18,48,50,29,69,44,26,14
32,0.0001,19,60,70,79,43,47,25,34
33,0.0001,18,45,61,29,77,61,27,14
34,0.0001,39,23,34,75,53,75,32,21
35,0.0001,22,37,81,49,60,34,51,14
36,0.0001,18,59,28,67,44,44,27,15
37,0.0001,16,59,30,84,43,38,26,14
38,0.0001,21,43,33,58,43,61,26,14
39,0.0001,20,42,34,57,74,29,69,14
40,0.0001,18,35,46,40,50,67,27,14
41,0.0001,18,31,64,47,61,45,33,15
42,0.0001,20,33,46,56,66,44,33,14
43,0.0001,20,32,46,66,54,74,36,14
44,0.0001,20,27,46,83,52,59,29,14
45,0.0001,22,29,59,57,39,46,39,21
46,0.0001,18,33,63,51,80,37,63,14
47,0.0001,18,39,32,32,69,49,58,14
48,0.0001,17,56,30,68,43,47,29,14
49,0.0001,27,32,43,58,62,41,27,14
50,0.0001,17,33,50,74,57,30,47,14
