run,noise,agent_1,agent_2,agent_3,agent_4,agent_5,agent_6,agent_7,agent_8
1,0.0001,32,204,255,175,51,77,104,228
2,0.0001,44,129,74,202,105,237,183,157
3,0.0001,30,158,105,129,278,184,202,242
4,0.0001,32,104,50,131,97,154,206,179
5,0.0001,30,55,75,129,153,224,103,173
6,0.0001,30,57,263,77,239,303,425,110
7,0.0001,50,76,43,179,126,153,103,209
8,0.0001,30,111,76,86,249,138,168,205
9,0.0001,30,202,106,231,54,145,80,181
10,0.0001,30,78,103,123,213,151,171,58
11,0.0001,30,55,132,103,76,159,181,219
12,0.0001,30,85,163,55,133,190,212,109
13,0.0001,30,81,178,55,99,127,155,205
14,0.0001,32,121,99,221,161,189,76,250
15,0.0001,30,57,101,125,210,187,75,164
16,0.0001,31,123,74,54,195,100,262,298
17,0.0001,30,54,205,75,119,126,149,180
18,0.0001,33,181,134,219,53,80,102,158
19,0.0001,96,124,184,88,237,159,267,206
20,0.0001,30,164,103,52,174,78,202,241
21,0.0001,30,52,139,110,101,255,187,455
22,0.0001,35,100,120,202,176,147,278,227
23,0.0001,32,105,55,333,132,81,341,385
24,0.0001,30,175,59,167,100,209,127,79
25,0.0001,31,52,102,162,193,77,138,229
26,0.0001,32,55,76,202,126,152,175,100
27,0.0001,33,55,92,151,236,123,100,288
28,0.0001,35,86,58,110,175,223,249,193
29,0.0001,30,79,222,69,191,247,101,131
30,0.0001,34,56,182,81,238,211,105,136
31,0.0001,41,63,202,227,140,85,149,176
32,0.0001,34,88,150,175,80,198,225,116
33,0.0001,30,56,105,80,154,129,175,210
34,0.0001,30,66,227,166,141,192,115,99
35,0.0001,36,57,205,82,171,177,365,105
36,0.0001,30,94,63,129,154,233,216,200
37,0.0001,30,50,147,74,121,96,179,223
38,0.0001,31,112,54,374,136,334,232,163
39,0.0001,30,60,182,80,106,204,133,158
40,0.0001,34,194,50,100,124,75,170,146
41,0.0001,69,62,144,227,97,181,123,194
42,0.0001,34,111,54,173,145,121,199,80
43,0.0001,30,60,106,68,185,157,149,211
44,0.0001,30,52,241,73,267,295,345,317
45,0.0001,30,108,129,60,149,198,227,173
46,0.0001,92,114,141,241,165,81,191,214
47,0.0001,32,52,200,77,131,182,224,101
48,0.0001,30,63,199,141,87,165,113,236
49,0.0001,30,77,152,58,124,102,180,211
50,0.0001,30,125,150,103,54,197,177,76
